Package,Version,License(s)
containerd-console,v1.0.4,Apache License 2.0
googleapis-go-genproto,"20241209-snapshot-e6fa225c, 20250106-snapshot-5f5ef82d, 20241015-snapshot-796eee8c, 20240528-snapshot-53152733, 20240325-snapshot-454cdb8f",Apache License 2.0
morikuni-aec,v1.0.0,MIT License
akka-persistence,2.6.14,Apache License 2.0
jacoco,"0.8.5, 0.8.2","Eclipse Public License 2.0,Eclipse Public License 1.0"
netty-transport-native-kqueue,"4.1.119.Final, 4.2.7.Final, 4.1.100.Final",Apache License 2.0
aws-java-sdk-for-amazon-prometheus,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
fast-serialization,2.50,Apache License 2.0
valyala-bytebufferpool,v1.0.0,MIT License
aws-java-sdk-for-amazon-lookout-for-metrics,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-awsserverlessapplicationrepository,"1.12.793, 1.11.892, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-license-manager-linux-subscriptions,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-pinpoint,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-lightsail,"1.12.793, 1.11.892, 1.12.770, 1.12.124",Apache License 2.0
jerseyguice,1.19.4,Common Development and Distribution License 1.1
aws-java-sdk-for-amazon-q-connect,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-codedeploy,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-sagemaker,"1.12.793, 1.11.892, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-fsx,"1.12.793, 1.12.124, 1.11.892, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-mediaconnect,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-service-quotas,"1.11.892, 1.12.793, 1.12.770, 1.12.124",Apache License 2.0
gorilla-websocket,1.5.1,"BSD 2-clause ""Simplified"" License"
zookeeper-client-wrapper,2.2.0,Apache License 2.0
org-jetbrains-kotlin-kotlin-stdlib-jdk7,"1.9.10, 1.4.10",Apache License 2.0
javamail-api-pop3-provider,1.6.2,Common Development and Distribution License 1.1
apache-commons-text,"1.13.1, 1.10.0",Apache License 2.0
oklog-run,v1.1.0,Apache License 2.0
jawn,0.13.0,Apache License 2.0
aws-java-sdk-for-aws-marketplace-commerce-analytics,"1.12.770, 1.12.124, 1.11.892, 1.12.793",Apache License 2.0
bouncy-castle-pkix-cms-eac-tsp-pkcs-ocsp-cmp-and-crmf-apis,"1.69, 1.60, 1.66",MIT License
tklauser-numcpus,v0.6.1,Apache License 2.0
specs,0.13.15,"BSD 3-clause ""New"" or ""Revised"" License"
go-check-check,20201130-snapshot-10cb9826,"BSD 2-clause ""Simplified"" License"
fabric8-kubernetes-model-apps,6.13.1,Apache License 2.0
aws-java-sdk-for-aws-health-apis-and-notifications,"1.12.124, 1.12.793, 1.11.892, 1.12.770",Apache License 2.0
go-playground-validator,v10.22.1,MIT License
aws-java-sdk-for-aws-route53-recovery-control-config,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
apache-httpmime,4.5.1,Apache License 2.0
akka-serialization-jackson,2.6.14,Apache License 2.0
scalatestrefspec,3.2.15,Apache License 2.0
jnr-x86asm,1.0.2,MIT License
apache-log4j-api,"2.17.2, 2.17.1",Apache License 2.0
webjars-locator,0.46,MIT License
jsonreference,v0.21.0,Apache License 2.0
apache-commons-compress,"1.26.0, 1.19, 1.26.2, 1.21",Apache License 2.0
aws-java-sdk-http-auth-spi,2.28.2,Apache License 2.0
prometheus-java-simpleclient,0.11.0,Apache License 2.0
aws-java-sdk-for-amazon-managed-blockchain-query,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-personalize,"1.12.124, 1.12.793, 1.11.892, 1.12.770",Apache License 2.0
asn-one,0.5.0,Apache License 2.0
aws-java-sdk-for-aws-well-architected-tool,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
parboiled,2.5.0,Apache License 2.0
openconfig-grpctunnel,20220819-snapshot-6f5422b8,Apache License 2.0
github-com-shoenig-go-m1cpu,v0.1.6,Mozilla Public License 2.0
aws-java-sdk-for-aws-arc-zonal-shift,"1.12.770, 1.12.793",Apache License 2.0
compose-spec-compose-go,v2.1.3,Apache License 2.0
kafka-connect-avro-converter,"7.8.0, 7.6.0, 6.1.0",Apache License 2.0
jackson-databind,"2.14.2, 2.14.3, 2.17.2, 2.18.3, 2.13.4.2, 2.17.1, 2.15.0, 2.9.6, 2.16.2",Apache License 2.0
github-com-yusufpapurcu-wmi,v1.2.3,MIT License
aws-java-sdk-for-amazon-chime-sdk-identity,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
go-shellquote,20180428-snapshot-95032a82,MIT License
aws-java-sdk-for-amazon-clouddirectory,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
pure-java-lz4-and-xxhash,1.8.0,Apache License 2.0
org-jetbrains-kotlin-kotlin-stdlib-jdk8,"1.4.10, 1.9.10",Apache License 2.0
aws-java-sdk-for-aws-launch-wizard,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-athena,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-route53-recovery-cluster,"1.12.793, 1.12.770, 1.12.124",Apache License 2.0
python-lockfile,0.12.2,Expat License
opencensus,v0.4.1,Apache License 2.0
dnsjava,3.6.1,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-amazon-textract,"1.12.770, 1.12.793, 1.11.892, 1.12.124",Apache License 2.0
felixge-httpsnoop,v1.0.4,MIT License
ion-java,1.0.2,Apache License 2.0
aws-java-sdk-for-amazon-sqs,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
aspectj-weaver,1.8.10,Eclipse Public License 1.0
microsoft-jdbc-driver-for-sql-server,6.2.1.jre7,MIT License
py-distro,1.8.0,MIT License
netty-codec-native-quic,4.2.7.Final,Apache License 2.0
apache-xerces2-j,2.12.2,Apache License 2.0
apache-parquet-encodings,1.12.3,Apache License 2.0
github-com-containerd-log,v0.1.0,Apache License 2.0
apache-cassandra-java-driver-core,4.19.0,Apache License 2.0
io-grpc-grpc-netty-shaded,1.48.1,Apache License 2.0
aws-java-sdk-for-amazon-kinesis-video-webrtc-storage,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-application-cost-profiler,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
jetty-java-based-http-1-x-http-2-servlet-websocket-server,"11.0.24, 9.4.57.v20241219",Apache License 2.0
aws-java-sdk-for-aws-codepipeline,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-elastic-container-service-for-kubernetes,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-aws-signer,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
apache-zookeeper-jute,"3.8.0, 3.9.4",Apache License 2.0
golang-github-docker-go-connections-dev,v0.5.0,Apache License 2.0
html5lib-python,0.999999999,MIT License
apache-zookeeper,"3.4.14, 3.4.6, 3.9.4, 3.8.0",Apache License 2.0
swagger-akka-http,"2.6.0, 1.6.0, 1.0.0",Apache License 2.0
aws-java-sdk-for-schemas,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
metrics-core-library,2.2.0,Apache License 2.0
go-flowrate,20140419-snapshot-cca7078d,"BSD 3-clause ""New"" or ""Revised"" License"
pekko-http-core,1.0.0,Apache License 2.0
joor,0.9.10,Apache License 2.0
go-ole-go-ole,v1.2.6,MIT License
aws-java-sdk-for-amazon-inspector-service,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
elasticsearch-kubernetes-cloud-plugin,6.13.1,Apache License 2.0
swagger-integration-jakarta,2.1.11,Apache License 2.0
scalatest-wordspec,3.2.15,Apache License 2.0
scalap,2.12.12,Apache License 2.0
hashicorp-go-hclog,v1.6.3,MIT License
aws-java-sdk-for-aws-cost-and-usage-report,"1.12.770, 1.12.793, 1.11.892, 1.12.124",Apache License 2.0
aws-java-sdk-for-amazon-devops-guru,"1.12.124, 1.12.793, 1.12.770, 1.12.123",Apache License 2.0
aws-java-sdk-for-amazonconnectcampaign,"1.12.793, 1.12.770",Apache License 2.0
apache-poi-ooxml-schemas,"4.1.2, 3.17",Apache License 2.0
aws-java-sdk-for-aws-proton,"1.12.770, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-amplify-ui-builder,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
akka-http-testkit,10.2.6,Apache License 2.0
go-task-slim-sprig,v3.0.0,MIT License
fabric8-kubernetes-httpclient-okhttp,6.13.1,Apache License 2.0
asm-util,"9.2, 5.0.3","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-amazon-cloudsearch,"1.12.124, 1.12.770, 1.12.793, 1.11.892",Apache License 2.0
scalatest,"3.0.5, 3.2.15, 3.0.6",Apache License 2.0
andybalholm-brotli,v1.1.1,MIT License
aws-java-sdk-for-amazon-workdocs,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
scalatest-shouldmatchers,3.2.15,Apache License 2.0
aws-java-sdk-for-aws-control-tower,"1.12.793, 1.12.770",Apache License 2.0
xeipuuv-gojsonschema,v1.2.0,Apache License 2.0
argparse4j,0.7.0,MIT License
aws-java-sdk-for-amazon-timestream-write,"1.11.892, 1.12.770, 1.12.793, 1.12.124",Apache License 2.0
aws-sdk-for-java-models,"1.12.124, 1.12.793, 1.12.770, 1.11.892",Apache License 2.0
openconfig-gnmi,"v0.10.0, v0.14.0",Apache License 2.0
aws-java-sdk-for-managed-streaming-for-kafka-connect,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-agents-for-amazon-bedrock-runtime,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-third-party-jackson-core,"2.28.2, 2.17.30",Apache License 2.0
scala-collection-compat,"2.1.6, 2.6.0",Apache License 2.0
curator-framework,5.2.0,Apache License 2.0
aws-java-sdk-for-aws-lex,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
ehcache,3.3.1,Apache License 2.0
aws-java-sdk-for-amazon-elastic-file-system,"1.12.124, 1.12.770, 1.12.793, 1.11.892",Apache License 2.0
re2j,1.6,"BSD 3-clause ""New"" or ""Revised"" License"
rest-assured-common,3.2.0,Apache License 2.0
fabric8-kubernetes-model-resource,6.13.1,Apache License 2.0
akka-slf4j,2.6.14,Apache License 2.0
github-com-cloudwego-iasm,v0.2.0,Apache License 2.0
docker-go-units,v0.5.0,Apache License 2.0
jquery,3.5.1,MIT License
jersey-json,1.22.0,Common Development and Distribution License 1.1
aws-java-sdk-for-qapps,"1.12.770, 1.12.793",Apache License 2.0
jackson-dataformat-binary,"2.18.3, 2.17.2, 2.12.7, 2.6.7, 2.11.4, 2.12.6",Apache License 2.0
extended-mockito,2.28.2.1,Mozilla Public License 2.0
swagger-jaxrs2-jakarta,2.1.11,Apache License 2.0
webjars-locator-core,0.52,MIT License
tyrus-standalone-client,1.9,"(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0),Common Development and Distribution License 1.1"
aws-java-sdk-identity-spi,2.28.2,Apache License 2.0
aws-event-stream,1.0.1,Apache License 2.0
io-grpc-grpc-stub,"1.51.0, 1.13.1, 1.45.1, 1.48.1",Apache License 2.0
aws-java-sdk-for-amazon-macie,"1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-amazon-cognito-identity,"1.11.892, 1.12.770, 1.12.793, 1.12.124",Apache License 2.0
moby-sys,"symlink/v0.2.0, sequential/v0.5.0, user/v0.1.0, signal/v0.7.0, mountinfo/v0.7.1",Apache License 2.0
googlei18n-libphonenumber,8.0.0,Apache License 2.0
fabric8-kubernetes-model-admission-registration-authentication-and-authorization,6.13.1,Apache License 2.0
h2-database-engine,2.2.224,(Mozilla Public License 2.0 OR Eclipse Public License 1.0)
akka-parsing,"10.2.6, 10.1.7, 10.2.7",Apache License 2.0
owasp-antisamy,1.7.3,"BSD 3-clause ""New"" or ""Revised"" License"
github-com-sagikazarmark-locafero,"v0.7.0, v0.4.0",MIT License
jackson-jaxrs-base,"2.12.7, 2.12.1",Apache License 2.0
aws-java-sdk-for-aws-mobile,"1.12.124, 1.11.892",Apache License 2.0
slf4j-nop,1.7.25,MIT License
swag,"v0.23.1, v0.23.0",Apache License 2.0
aws-java-sdk-for-aws-free-tier,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-backup-gateway,"1.12.770, 1.12.124, 1.12.793",Apache License 2.0
org-apache-xmlgraphics-batik-constants,1.16,Apache License 2.0
aws-java-sdk-for-emr-serverless,"1.12.793, 1.12.770",Apache License 2.0
not-yet-commons-ssl,0.3.9,Apache License 2.0
pathjson,2.9.0,Apache License 2.0
getkin-kin-openapi,"v0.128.0, v0.132.0",MIT License
aws-java-sdk-for-pcaconnectorad,"1.12.770, 1.12.793",Apache License 2.0
ronmamoreflections,0.9.11,Do What The F*ck You Want To Public License
aws-java-sdk-for-amazon-detective,"1.11.892, 1.12.770, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-amazon-lookout-for-equipment,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-core-protocols-aws-json-protocol,"2.28.2, 2.17.30",Apache License 2.0
aws-java-sdk-for-amazon-omics,"1.12.770, 1.12.793",Apache License 2.0
esapi-java-legacy,2.5.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
tryvium-travels-memongo,v0.12.0,MIT License
aws-java-sdk-for-iam-roles-anywhere,"1.12.793, 1.12.770",Apache License 2.0
xom,1.3.8,GNU Lesser General Public License v2.1 or later
aws-java-sdk-for-route-53-profiles,"1.12.770, 1.12.793",Apache License 2.0
gogo-protobuf,v1.3.2,"BSD 3-clause ""New"" or ""Revised"" License"
go-ansiterm,20210617-snapshot-d185dfc1,MIT License
aws-java-sdk-for-awsdeadlinecloud,"1.12.793, 1.12.770",Apache License 2.0
aop-alliance-(java-j2ee-aop-standard),1.0,Public Domain
com-bakdata-fluent-kafka-streams-tests-schema-registry-mock,2.16.0,MIT License
aws-java-sdk-for-amazon-codeguru-security,"1.12.770, 1.12.793",Apache License 2.0
akka-management,"1.1.3, 1.1.1",Apache License 2.0
aws-java-sdk-for-aws-budgets,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
grpc-ecosystem-go-grpc-middleware,v1.4.0,Apache License 2.0
handoff,0.3.4,Apache License 2.0
netty-codec-compression,4.2.7.Final,Apache License 2.0
aws-java-sdk-for-amazon-workspaces-thin-client,"1.12.770, 1.12.793",Apache License 2.0
xeipuuv-gojsonpointer,20190904-snapshot-02993c40,Apache License 2.0
github-com-apapsch-go-jsonmerge,v2.0.0,MIT License
hashicorp-go-cleanhttp,v0.5.2,Mozilla Public License 2.0
github-com-power-devops-perfstat,20210106-snapshot-5aafc221,MIT License
aws-java-sdk-for-aws-entityresolution,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-sso-identity-store,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
spray-json,"v1.3.6, v1.3.5",Apache License 2.0
github-com-moby-spdystream,v0.4.0,Apache License 2.0
kafka-schema-registry-client,"7.6.0, 6.1.0, 7.4.0, 6.0.0, 7.8.0",Apache License 2.0
reactive-streams-jvm,"1.0.3, 1.0.4, 1.0.2","Creative Commons Zero v1.0 Universal,MIT No Attribution"
aws-java-sdk-for-aws-clean-rooms,"1.12.770, 1.12.793",Apache License 2.0
acobaugh-osrelease,20181218-snapshot-a93a0a55,"BSD 3-clause ""New"" or ""Revised"" License"
log-redactor,"1.0.12, 1.0.11",Apache License 2.0
byte-buddy-agent,1.9.10,Apache License 2.0
aws-java-sdk-for-aws-greengrass,"1.12.793, 1.11.892, 1.12.770, 1.12.124",Apache License 2.0
kubernetes-api,v0.31.1,Apache License 2.0
prometheus-client_model,v0.6.1,Apache License 2.0
buger-goterm,v1.0.4,MIT License
apache-parquet-format-structures,1.12.3,Apache License 2.0
openws,"1.5.4, 1.5.1",Apache License 2.0
tklauser-go-sysconf,v0.3.12,"BSD 3-clause ""New"" or ""Revised"" License"
play-iteratees,2.4.0-M1,Apache License 2.0
go-openapi-spec,v0.20.4,Apache License 2.0
aws-java-sdk-for-awsbillingconductor,"1.12.770, 1.12.793",Apache License 2.0
github-com-cncf-xds,20240423-snapshot-555b57ec,Apache License 2.0
client-go,v0.31.1,Apache License 2.0
golang-github-spf13-pflag-dev,"v1.0.6, v1.0.5","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-private-ca-connector-for-scep,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-worklink,"1.12.770, 1.12.793, 1.12.124, 1.11.892",Apache License 2.0
log-redactor-metrics,"1.0.12, 1.0.11",Apache License 2.0
org-junit-platform-junit-platform-commons,"1.10.2, 1.11.4",Eclipse Public License 2.0
json-schema-core,1.2.10,Apache License 2.0
io-grpc-grpc-testing,1.13.1,Apache License 2.0
kerby-config,2.0.3,Apache License 2.0
datastax-java-driver-for-apache-cassandra-object-mapping,3.11.5,Apache License 2.0
json4s-native,3.5.2,Apache License 2.0
aws-java-sdk-for-aws-elemental-mediapackage-v2,"1.12.770, 1.12.793",Apache License 2.0
apache-geronimo-jcache-spec-1-0,1.0-alpha-1,Apache License 2.0
google-gofuzz,v1.2.0,Apache License 2.0
uber-go-atomic,v1.11.0,MIT License
spotbugs-annotations,3.1.9,GNU Lesser General Public License v2.1 or later
swagger-models-jakarta,2.1.11,Apache License 2.0
kerby-pkix-project,2.0.3,Apache License 2.0
mailru-easyjson,"v0.9.0, v0.7.7",MIT License
htmlunit-nekohtml,3.1.0,Apache License 2.0
go-viper,"v1.19.0, v1.20.1",MIT License
openzipkin-zipkin-go,v0.4.1,Apache License 2.0
aws-java-sdk-for-amazon-neptunedata,"1.12.770, 1.12.793",Apache License 2.0
google-go-cmp,v0.6.0,"BSD 3-clause ""New"" or ""Revised"" License"
jakarta-annotations-api,"2.1.1, 1.3.5",Eclipse Public License 2.0
r3labs-sse,20210224-snapshot-26fe8047,Mozilla Public License 2.0
aws-java-sdk-for-aws-artifact,"1.12.793, 1.12.770",Apache License 2.0
rogpeppe-go-internal,"1.9.0, v1.13.1","BSD 3-clause ""New"" or ""Revised"" License"
bytedance-sonic,"v1.11.6, loader/v0.1.1",Apache License 2.0
scalatest-matchers-core,3.2.15,Apache License 2.0
scalatestfunsuite,3.2.15,Apache License 2.0
aws-java-sdk-for-aws-iot-things-graph,"1.12.770, 1.12.793, 1.11.892, 1.12.124",Apache License 2.0
aws-sdk-for-java-bom,"1.12.770, 1.12.122",Apache License 2.0
psf-requests,2.18.4,Apache License 2.0
mohae-deepcopy,20170929-snapshot-c48cc78d,MIT License
reactor-core,3.5.0,Apache License 2.0
aws-java-sdk-for-amazon-translate,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
docker-org,v0.8.0,MIT License
masterminds-semver,v3.2.1,MIT License
github-com-tilt-dev-fsnotify,20220602-snapshot-fff9c274,"BSD 3-clause ""New"" or ""Revised"" License"
minlog,"1.3.0, 1.3.1","BSD 3-clause ""New"" or ""Revised"" License"
google-android-annotations-library,4.1.1.4,Apache License 2.0
jaxb-osgi-bundle-for-glassfish-v3,2.2.10,"Common Development and Distribution License 1.1,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)"
fsnotify-fsevents,v0.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
golang-org-x-oauth2,v0.23.0,"BSD 3-clause ""New"" or ""Revised"" License"
google-pprof,20241210-snapshot-40e02aab,Apache License 2.0
netty-handler-ssl-ocsp,"4.2.7.Final, 4.1.119.Final, 4.1.100.Final",Apache License 2.0
hashicorp-go-version,v1.7.0,Mozilla Public License 2.0
project-lombok,1.18.24,MIT License
curvesapi,"1.04, 1.06","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-aws-elemental-mediapackage,"1.12.770, 1.12.124, 1.12.793, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-cloudtrail,"1.12.770, 1.12.793, 1.11.892, 1.12.124",Apache License 2.0
generic,0.13.0,Apache License 2.0
aws-java-sdk-http-auth-aws,2.28.2,Apache License 2.0
go-uber-org-goleak,v1.3.0,MIT License
mdlayher-genetlink,v1.0.0,MIT License
scalatestfreespec,3.2.15,Apache License 2.0
robfig-cron,v3.0.1,MIT License
swagger-core-jakarta,2.1.11,Apache License 2.0
cloudevents-api,2.3.0,Apache License 2.0
javax-inject-1-as-osgi-bundle,2.6.1,Eclipse Public License 2.0
aws-java-sdk-for-amazon-kinesis-video-signaling-channels,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
swagger-models,"1.5.20, 1.6.3, 1.5.21",Apache License 2.0
jakarta-activation-api,1.2.1,"BSD 3-clause ""New"" or ""Revised"" License"
golang-org-x-tools,v0.29.0,"BSD 3-clause ""New"" or ""Revised"" License"
hadoop-yarn-server-common,3.3.4,Apache License 2.0
aws-java-sdk-for-amazon-interactive-video-service-chat,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-augmented-ai-runtime,"1.11.892, 1.12.770, 1.12.124, 1.12.793",Apache License 2.0
k8s-io-kube-openapi,20240903-snapshot-9e1beecb,Apache License 2.0
fabric8-kubernetes-model-coordination,6.13.1,Apache License 2.0
org-apache-xmlgraphics-batik-i18n,1.16,Apache License 2.0
apache-avro-mapred-api,1.11.4,Apache License 2.0
go-restful,v3.12.1,MIT License
aws-java-sdk-for-aws-elastic-beanstalk,"1.12.793, 1.11.892, 1.12.770, 1.12.124",Apache License 2.0
openconfig-working-group,v4.3.0,Apache License 2.0
akka-stream-kafka,2.0.3,Apache License 2.0
go-kit-kit,v0.13.0,MIT License
jaxb-api,"2.2.11, 2.3.0, 2.2.12","(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.1),Common Development and Distribution License 1.1"
moby-buildkit,v0.14.1,Apache License 2.0
github-com-samber-lo,v1.51.0,MIT License
docker-java-shaded,"3.0.14, 3.1.0-rc-5",Apache License 2.0
kryo,5.6.2,"BSD 3-clause ""New"" or ""Revised"" License"
github-com-munnerz-goautoneg,20191010-snapshot-a7dc8b61,"BSD 3-clause ""New"" or ""Revised"" License"
jwt-core,0.5.1,Apache License 2.0
apache-hadoop-distributed-copy,3.3.4,Apache License 2.0
aws-java-sdk-for-aws-data-pipeline,"1.12.124, 1.12.793, 1.12.770, 1.11.892",Apache License 2.0
apache-commons-digester,1.8.1,Apache License 1.1
aws-java-sdk-for-amazon-datazone,"1.12.770, 1.12.793",Apache License 2.0
kubernetes-apiextensions-apiserver,v0.31.1,Apache License 2.0
bsm-ginkgo,v2.12.0,MIT License
pekko-parsing,1.0.0,Apache License 2.0
apache-hadoop-annotations,3.4.2,Apache License 2.0
aws-java-sdk-for-aws-control-catalog,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-workspaces-web,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-interactive-video-service-realtime,"1.12.770, 1.12.793",Apache License 2.0
docker-cli,v27.0.3,Apache License 2.0
akka-management-cluster-bootstrap,"1.1.1, 1.1.3",Apache License 2.0
aws-java-sdk-for-amazon-managed-blockchain,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
apache-parquet-hadoop,1.12.3,Apache License 2.0
hashicorp-go-retryablehttp,0.7.7,Mozilla Public License 2.0
kylebanks-depth,v1.2.1,MIT License
jaxb-codemodel,2.6,Common Development and Distribution License 1.1
allure-model-integration,2.13.2,Apache License 2.0
json4s-core,"3.6.2, 3.5.2",Apache License 2.0
gopacket,v1.1.19,"BSD 3-clause ""New"" or ""Revised"" License"
agrona,1.9.0,Apache License 2.0
fabric8-kubernetes-model-scheduling,6.13.1,Apache License 2.0
fabric8-kubernetes-model-storage-class,6.13.1,Apache License 2.0
akka-cluster-tools,2.6.14,Apache License 2.0
apache-hadoop-shaded-protobuf,1.4.0,Apache License 2.0
converter-jackson,2.9.0,Apache License 2.0
aws-java-sdk-for-amazon-appintegrations,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
oklog-oklog,v0.3.2,Apache License 2.0
javamail-api-smtp-provider,1.6.2,Common Development and Distribution License 1.1
exp,"20230727-snapshot-d63ba01a, 20250106-snapshot-7588d65b","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-amazon-sagemaker-runtime,"1.11.892, 1.12.770, 1.12.793, 1.12.124",Apache License 2.0
jcommander-library,"1.72, 1.78",Apache License 2.0
go-programming-language,20251121-snapshot,"BSD 3-clause ""New"" or ""Revised"" License"
mongodb-mongo-go-driver,v1.17.2,Apache License 2.0
an-implementation-of-the-apache-cassandra®-native-protocol,1.5.1,Apache License 2.0
byte-buddy,byte-buddy-1.9.10,Apache License 2.0
goccy-go-json,v0.10.5,MIT License
apache-santuario-(java),2.1.7,Apache License 2.0
notary,v0.7.0,Apache License 2.0
scalamock-core,3.6.0,MIT License
json4s-scalap,"3.6.2, 3.5.2",Apache License 2.0
apache-commons-pool,1.6,Apache License 2.0
youmark-pkcs8,20240726-snapshot-a2c0da24,MIT License
kubernetes-sigs-structured-merge-diff,v4.4.1,Apache License 2.0
github-com-aws-smithy-go,v1.21.0,Apache License 2.0
x448-float16,v0.8.4,MIT License
fatih-color,v1.16.0,MIT License
datastax-java-driver-for-apache-cassandra-core,3.11.5,Apache License 2.0
asm-based-accessors-helper-used-by-json-smart,2.5.0,Apache License 2.0
aws-java-sdk-for-the-amazon-ec2-container-service,"1.12.793, 1.12.770, 1.11.892, 1.12.124",Apache License 2.0
pekko-connectors-kafka,1.0.0,Apache License 2.0
mergo,"v0.3.16, v1.0.0","BSD 3-clause ""New"" or ""Revised"" License"
golang-org-x-mod,v0.22.0,"BSD 3-clause ""New"" or ""Revised"" License"
prometheus-java-simpleclient-pushgateway,0.11.0,Apache License 2.0
jsimonetti-rtnetlink,20210525-snapshot-4cc83657,MIT License
jcttools,v4.0.5,Apache License 2.0
aws-java-sdk-for-redshift-serverless,"1.12.793, 1.12.770",Apache License 2.0
jsonschemavalidator,1.5.4,Apache License 2.0
godebug,v1.1.0,Apache License 2.0
open-telemetry-opentelemetry-go-instrumentation,sdk/v1.1.0,Apache License 2.0
jline-java-console-input-library,"0.9.94, 2.12.1","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-aws-lake-formation,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
kr-pretty,v0.3.1,MIT License
netty-transport-classes-epoll,"4.1.119.Final, 4.2.7.Final",Apache License 2.0
go-googlesource-com-arch,v0.8.0,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-aws-health-imaging,"1.12.793, 1.12.770",Apache License 2.0
ipaddress,5.5.1,Apache License 2.0
eiannone-keyboard,20220611-snapshot-0d226195,MIT License
opencensus-contrib-grpc-metrics,0.12.3,Apache License 2.0
aws-java-sdk-for-cost-optimization-hub,"1.12.793, 1.12.770",Apache License 2.0
github-com-planetscale-vtprotobuf,20240319-snapshot-0393e58b,"BSD 3-clause ""New"" or ""Revised"" License"
pekko-stream,1.0.2,Apache License 2.0
miekg-pkcs11,v1.1.1,"BSD 3-clause ""New"" or ""Revised"" License"
