Package,Version,License(s)
aws-java-sdk-for-amazon-comprehend,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
jersey-server,1.19.4,Common Development and Distribution License 1.1
aws-java-sdk-for-aws-panorama,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-cleanrooms-ml,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-quicksight,"1.12.124, 1.12.770, 1.11.892, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-elemental-mediapackage-vod,"1.12.124, 1.12.770, 1.12.793, 1.11.892",Apache License 2.0
jersey,"1.19.4, 2.32, 3.1.11, 2.31","Common Development and Distribution License 1.1,Public Domain,Eclipse Public License 2.0"
github-com-grafana-pyroscope-go,godeltaprof/v0.1.9,Apache License 2.0
aws-java-sdk-for-amazonapigatewayv2,"1.12.770, 1.12.124, 1.12.793, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-batch,"1.11.892, 1.12.124, 1.12.793, 1.12.770",Apache License 2.0
github-com-twitchyliquid64-golang-asm,v0.15.1,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-aws-cloudformation,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
fabric8-kubernetes-model-node,6.13.1,Apache License 2.0
aws-java-sdk-for-aws-codecommit,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
akka-protobuf,"2.6.14, 2.5.14",Apache License 2.0
aws-java-sdk-for-amazon-personalize-events,"1.12.793, 1.12.124, 1.11.892, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-ground-station,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-cloud-control-api,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
apache-commons-codec,"1.13, 1.15, 1.17.0, 1.17.1, 1.10",Apache License 2.0
aws-java-sdk-for-amazon-guardduty,"1.12.770, 1.12.793, 1.12.124, 1.11.892",Apache License 2.0
java-servlet-api,"3.1.0, 2.1","(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0),Common Development and Distribution License 1.0"
aws-java-sdk-for-amazon-machine-learning,"1.12.770, 1.12.793, 1.12.124, 1.11.892",Apache License 2.0
metrics-core,"4.1.18, 4.1.12.1, 3.2.2, 3.0.2, 3.2.4",Apache License 2.0
aws-java-sdk-for-amazon-rekognition,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-iot-events-data,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-license-manager-user-subscriptions,"1.12.793, 1.12.770",Apache License 2.0
apache-httpcomponents-core,"4.4.9, 5.2, 4.4.11, 4.4.16, 4.4.13, 5.3.1, 5.2.1",Apache License 2.0
scala-xml,"1.0.4, 2.1.0, 1.0.6, 1.1.0, 1.3.0","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
jsch,0.1.55,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-amazon-snowball,"1.11.892, 1.12.770, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-codestar-connections,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
pekko-stream-typed,1.0.2,Apache License 2.0
scalaz-core,"7.2.28, 7.2.27","BSD 3-clause ""New"" or ""Revised"" License"
commons-cli,"1.9.0, 1.4",Apache License 2.0
json4s-ast,"3.5.2, 3.6.2",Apache License 2.0
asm,"6.2.1, 5.0.3, 9.3, 7.2, 9.2","BSD 3-clause ""New"" or ""Revised"" License"
idna,3.4,"BSD 3-clause ""New"" or ""Revised"" License"
scalamock-scalatest-support,3.6.0,MIT License
scala-parser-combinators,"1.1.0, 1.0.6, 1.1.2","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
jackson-module-paranamer,"2.14.2, 2.15.0, 2.13.3, 2.18.3, 2.9.6",Apache License 2.0
aws-java-sdk-for-synthetics,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
jakartaee-rest,"2.1.4, 3.1.0, 2.1.6",Eclipse Public License 2.0
aws-java-sdk-for-amazon-timestream-query,"1.12.124, 1.12.793, 1.11.892, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-device-farm,"1.12.770, 1.12.124, 1.11.892, 1.12.793",Apache License 2.0
perfmark-perfmark-api,"0.26.0, 0.25.0, 0.23.0",Apache License 2.0
okhttp,"4.9.1, 4.9.3, 3.7.0, 4.12.0",Apache License 2.0
go-playground-universal-translator,v0.18.1,MIT License
scalatestmatcherscore,3.2.15,Apache License 2.0
curator-client,5.2.0,Apache License 2.0
aws-java-sdk-for-amazon-api-gateway,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-codeartifact,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
apache-xml-graphics-commons,2.7,Apache License 2.0
guava-internalfuturefailureaccess-and-internalfutures,"1.0.2, 1.0.1",Apache License 2.0
pentaho-aggdesigner-algorithm,5.1.5-jhyde,Apache License 2.0
aws-java-sdk-for-amazon-elastic-block-store,"1.12.124, 1.12.770, 1.11.892, 1.12.793",Apache License 2.0
apache-commons-math,3.6.1,Apache License 2.0
aws-java-sdk-for-aws-telco-network-builder,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-application-discovery-service,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
apache-hadoop-auth,3.4.2,Apache License 2.0
gorilla-mux,v1.8.1,"BSD 3-clause ""New"" or ""Revised"" License"
python-webencodings,0.5.1,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-aws-iot,"1.11.892, 1.12.793, 1.12.124, 1.12.126, 1.12.770",Apache License 2.0
woodstox,5.4.0,Apache License 2.0
colorama,"0.3.6, 0.4.6","BSD 3-clause ""New"" or ""Revised"" License"
xml-commons-external-components-xml-apis-extensions,1.3.04,Apache License 2.0
googleguava,"32.1.3-android, v31.1, 30.1, 33.2.1-jre, 20.0, 19.0, v31.0.1, v30.1.1, 27.0.1, v32.0.1",Apache License 2.0
jackson-module-scala,"2.15.0, 2.17.2, 2.18.3, 2.9.6, 2.13.3, 2.14.2",Apache License 2.0
scala-compiler,"2.10.6, 2.12.6, 2.12.12","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
aws-java-sdk-for-aws-gamelift,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
mozilla-rhino,1.7.7.1,Mozilla Public License 2.0
lmdbjava,0.7.0,Apache License 2.0
io-confluent-common-utils,"6.1.0, 6.0.0, 7.4.0, 7.6.0, 7.8.0",Apache License 2.0
aws-java-sdk-for-aws-robomaker,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
xalan-java-serializer,2.7.1,Apache License 2.0
aws-java-sdk-for-aws-elemental-mediaconvert,"1.12.770, 1.12.793, 1.11.892, 1.12.124",Apache License 2.0
jersey-servlet,1.19.4,Common Development and Distribution License 1.1
aws-java-sdk-for-aws-resource-access-manager,"1.12.793, 1.11.892, 1.12.770, 1.12.124",Apache License 2.0
aws-java-sdk-for-amazon-honeycode,"1.11.892, 1.12.124",Apache License 2.0
fabric8-kubernetes-model-events,6.13.1,Apache License 2.0
hdrhistogram,2.1.12,"(BSD 2-clause ""Simplified"" License OR Creative Commons Zero v1.0 Universal OR Public Domain)"
go-logr-logr,v1.4.2,Apache License 2.0
akka-discovery-kubernetes-api,"1.1.1, 1.1.3",Apache License 2.0
github-com-moby-docker-image-spec,v1.3.1,Apache License 2.0
jackson-module-afterburner,2.16.2,Apache License 2.0
netty-transport-native-unix-common,"4.1.108.Final, 4.1.119.Final, 4.2.7.Final",Apache License 2.0
aws-java-sdk-for-amazon-forecast-query,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
client-java-proto,13.0.0,Apache License 2.0
netty-resolver-dns-macos,"4.1.119.Final, 4.1.100.Final, 4.2.7.Final",Apache License 2.0
aws-java-sdk-for-aws-wafv2,"1.12.793, 1.11.892, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-eks-auth,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-iot-fleet-hub,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-codestar-notifications,"1.11.892, 1.12.793, 1.12.124, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-single-sign-on-admin,"1.12.124, 1.12.770, 1.11.892, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-cloudwatch-internet-monitor,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-sagemaker-geospatial-capabilities,"1.12.770, 1.12.793",Apache License 2.0
xdg-go-scram,v1.1.2,Apache License 2.0
json-common,3.2.0,Apache License 2.0
aws-java-sdk-for-managed-streaming-for-kafka,"1.12.793, 1.12.124, 1.11.892, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-sagemaker-feature-store-runtime,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
joda-convert,1.6,Apache License 2.0
json-unit-core,2.40.1,Apache License 2.0
org-apache-xmlgraphics-batik-shared-resources,1.16,Apache License 2.0
apache-cassandra-java-driver-object-mapper-runtime,4.19.0,Apache License 2.0
aws-java-sdk-for-amazon-elastic-transcoder,"1.11.892, 1.12.770, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-b2b-data-interchange,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-network-manager,"1.12.770, 1.12.793, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-amazon-qldb,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
jetty-alpn-client,11.0.24,(Apache License 2.0 AND Eclipse Public License 2.0)
aws-java-sdk-for-aws-supply-chain,"1.12.793, 1.12.770",Apache License 2.0
originext-common,1.0.0,GNU General Public License v3.0 or later
jnr-ffi,"2.1.7, 2.1.9, 2.2.11",Apache License 2.0
acarl005-stripansi,20180116-snapshot-5a71ef0e,MIT License
hadoop-yarn-server-web-proxy,3.3.4,Apache License 2.0
msg-simple,1.1,Apache License 2.0
websocket-api,1.1,"Common Development and Distribution License 1.1,(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.1)"
docker,v27.1.1,Apache License 2.0
netty-transport-classes-kqueue,"4.2.7.Final, 4.1.119.Final, 4.1.100.Final",Apache License 2.0
kerby-kerb-util,2.0.3,Apache License 2.0
aws-java-sdk-for-mailmanager,"1.12.793, 1.12.770",Apache License 2.0
easymockobjenesis,"3.4, 2.6",Apache License 2.0
play-datacommons,2.4.0-M1,Apache License 2.0
jackson-annotations,"2.18.3, 2.14.3, 2.16.0, 2.17.1, 2.17.2, 2.16.2, 2.15.0, 2.13.4, 2.9.6, 2.14.0-rc1, 2.14.2, 2.18.2",Apache License 2.0
aws-java-sdk-for-amazon-neptune,"1.12.124, 1.12.770, 1.12.793, 1.11.892",Apache License 2.0
scalatest-diagrams,3.2.15,Apache License 2.0
aws-java-sdk-for-aws-backup,"1.11.892, 1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-comprehend-medical,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-finspace-user-environment-management,"1.12.793, 1.12.124, 1.12.770",Apache License 2.0
org-xmlunit-xmlunit-placeholders,2.10.0,Apache License 2.0
scalatest-core,3.2.15,Apache License 2.0
aws-java-sdk-for-amazon-elasticsearch-service,"1.12.793, 1.12.770, 1.12.134, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-private-5g,"1.12.770, 1.12.793",Apache License 2.0
jackson-module-jaxb-annotations,"2.12.1, 2.12.7",Apache License 2.0
aws-java-sdk-for-aws-opsworks,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-systems-manager-for-sap,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-personalize-runtime,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-aws-cost-explorer,"1.11.892, 1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-support,"1.12.124, 1.12.793, 1.12.770, 1.11.892",Apache License 2.0
scalatestfeaturespec,3.2.15,Apache License 2.0
googlegson,"2.9.0, 2.8.9, 2.10.1, 2.7, 2.10",Apache License 2.0
aws-java-sdk-for-awskendrafrontend,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
zinc,0.3.15,Apache License 2.0
netty-codec-redis,"4.2.7.Final, 4.1.100.Final, 4.1.119.Final",Apache License 2.0
mitchellh-go-homedir,v1.1.0,MIT License
aws-java-sdk-for-aws-auto-scaling-plans,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
sparsebitset,1.2,Apache License 2.0
macro-compat,1.1.1,Apache License 2.0
secure-systems-lab-go-securesystemslib,v0.4.0,MIT License
jnr-a64asm,1.0.0,Apache License 2.0
github-com-distribution-reference,v0.6.0,Apache License 2.0
aws-lambda-java-core-library,1.2.1,Apache License 2.0
aws-java-sdk-checksums-spi,2.28.2,Apache License 2.0
swagger-core,"1.5.21, 1.6.3, 1.5.20",Apache License 2.0
okhttp-logging-interceptor,"4.9.3, 4.9.1",Apache License 2.0
hadoop-yarn-server-resourcemanager,3.4.2,Apache License 2.0
aws-java-sdk-for-amazon-transcribe,"1.11.892, 1.12.770, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-appfabric,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-opsworks-for-chef-automate,"1.12.793, 1.12.124, 1.11.892, 1.12.770",Apache License 2.0
python-certifi,2018.1.18,Mozilla Public License 2.0
aws-java-sdk-for-aws-cloudtrail-data,"1.12.793, 1.12.770",Apache License 2.0
mattn-go-shellwords,v1.0.12,MIT License
mgutz-ansi,20170206-snapshot-9520e82c,MIT License
akka-cluster-custom-downing,0.0.21,Apache License 2.0
aws-java-sdk-for-aws-marketplace-entitlement,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-aws-waf,"1.12.124, 1.12.770, 1.11.892, 1.12.793",Apache License 2.0
jetty-jakarta-servlet-api-and-schemas-for-jpms-and-osgi,5.0.2,Apache License 2.0
scalautils,3.2.15,Apache License 2.0
alicebob-gopher-json,20230218-snapshot-906a9b01,The Unlicense
in-toto-in-toto-golang,v0.5.0,Apache License 2.0
play-json,"3.0.4, 2.9.2, 2.4.0-M1, 2.8.1",Apache License 2.0
logback,"1.3.12, 1.2.13, 1.2.10",(GNU Lesser General Public License v2.1 only OR Eclipse Public License 1.0)
apache-commons-collections,"4.5.0, 3.2.2, 4.4, 4.5.0-M3, 4.1",Apache License 2.0
aws-java-sdk-for-amazon-cognito-sync,"1.12.770, 1.12.124, 1.12.793, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-resource-explorer,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-glue-databrew,"1.12.793, 1.12.770, 1.12.124",Apache License 2.0
junit,"4.12, 4.13.2",Eclipse Public License 1.0
scalatest-flatspec,3.2.15,Apache License 2.0
aws-java-sdk-for-amazonmwaa,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
envoyproxy-go-control-plane,v0.13.1,Apache License 2.0
zstd-jni,"1.4.4-7, 1.5.6-4","BSD 2-clause ""Simplified"" License"
aws-java-sdk-for-amazon-connect-contact-lens,"1.12.793, 1.12.770, 1.12.124",Apache License 2.0
io-grpc-grpc-netty,"1.45.1, 1.13.1, 1.48.1",Apache License 2.0
golang-sync,"v0.10.0, v0.11.0","BSD 3-clause ""New"" or ""Revised"" License"
grpc-go,"v1.65.0, v1.69.2",Apache License 2.0
gin-contrib-sse,v0.1.0,MIT License
frankban-quicktest,v1.14.6,MIT License
golang-stats,v0.7.1,MIT License
aws-java-sdk-for-aws-code-build,"1.12.793, 1.12.770, 1.11.892, 1.12.124",Apache License 2.0
config,7.8.0,Apache License 2.0
io-grpc-grpc-context,"1.51.0, 1.45.1, 1.48.1, 1.13.1, 1.64.0, 1.51.1",Apache License 2.0
aws-java-sdk-for-amazon-kendra-intelligent-ranking,"1.12.793, 1.12.770",Apache License 2.0
swagger-jaxrs,"1.5.20, 1.6.3",Apache License 2.0
aws-java-sdk-for-access-analyzer,"1.12.124, 1.11.892, 1.12.770, 1.12.793",Apache License 2.0
envoyproxy-protoc-gen-validate,1.1.0,Apache License 2.0
aws-java-sdk-for-amazon-fraud-detector,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
akka-testkit,"2.6.14, 2.6.16, 2.5.21",Apache License 2.0
aws-java-sdk-for-aws-marketplace-catalog,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-emr-containers,"1.12.793, 1.12.770, 1.12.124",Apache License 2.0
apache-httpclient,"4.5.14, 4.5.13, 5.4.1, 3.1, 5.2.1, 4.5.5, 4.5.6, 4.5.9",Apache License 2.0
kafka-avro-serializer,"7.8.0, 6.0.0, 7.6.0, 6.1.0, 7.4.0",Apache License 2.0
aws-java-sdk-for-amazon-bedrock,"1.12.770, 1.12.793",Apache License 2.0
akka-management-cluster-http,"1.1.1, 1.1.3",Apache License 2.0
mwitkow-go-proto-validators,v0.3.2,Apache License 2.0
aws-java-sdk-for-aws-billing-and-cost-management-data-exports,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-sns,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
kerby-asn1-project,2.0.3,Apache License 2.0
fabric8-kubernetes-model-core,6.13.1,Apache License 2.0
aws-java-sdk-for-amazon-qldb-session,"1.12.770, 1.12.124, 1.11.892, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-healthlake,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-elemental-mediastore,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-certificate-manager,"1.11.892, 1.12.793, 1.12.770, 1.12.124",Apache License 2.0
akka-management-pki,"1.1.1, 1.1.3",Apache License 2.0
kafka-schema-converter,"7.6.0, 7.8.0",Apache License 2.0
aws-java-sdk-for-aws-pricing,"1.12.793, 1.12.770, 1.11.892, 1.12.124",Apache License 2.0
aws-java-sdk-for-amazon-connect-participant,"1.12.770, 1.11.892, 1.12.124, 1.12.793",Apache License 2.0
fabric8-kubernetes-model-batch,6.13.1,Apache License 2.0
aws-java-sdk-for-inspector2,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-resilience-hub,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
aws-java-sdk-for-cloudwatch-rum,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
confluent-kafka-go,v2.8.0,Apache License 2.0
io-grpc-grpc-services,1.51.0,Apache License 2.0
aws-java-sdk-for-amazon-ec2,"1.11.892, 1.12.123, 1.12.770, 1.12.124, 1.12.793",Apache License 2.0
netty-codec-smtp,"4.2.7.Final, 4.1.100.Final, 4.1.119.Final",Apache License 2.0
prometheus-common,0.55.0,Apache License 2.0
javax-annotation-api,1.3.2,"(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.1),Common Development and Distribution License 1.1"
netty-resolver-dns-classes-macos,"4.1.100.Final, 4.2.7.Final, 4.1.119.Final",Apache License 2.0
go-openapi-jsonpointer,v0.21.0,Apache License 2.0
aws-java-sdk-for-aws-appconfig-data,"1.12.770, 1.12.124, 1.12.793",Apache License 2.0
jakartaeevalidation,"1.1.0, 3.0.0",Apache License 2.0
golang-protobuf,"v1.36.2, v1.34.2, v1.5.4","BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-the-amazon-ec2-container-registry,"1.11.892, 1.12.124, 1.12.793, 1.12.770",Apache License 2.0
json4s-jackson,"3.6.2, 3.5.2",Apache License 2.0
aws-java-sdk-for-amazon-connect-customer-profiles,"1.12.124, 1.12.793, 1.12.770",Apache License 2.0
jackson-dataformat-csv,"2.10.2, 2.13.4, 2.16.0, 2.14.1, 2.14.2",Apache License 2.0
prometheus-java-span-context-supplier-opentelemetry-agent,0.11.0,Apache License 2.0
allure-junit-4,2.13.2,Apache License 2.0
netty-codec-http3,4.2.7.Final,Apache License 2.0
mattn-go-runewidth,v0.0.15,MIT License
kotlin-stdlib-common,"1.4.10, 1.9.10",Apache License 2.0
asm-commons,"5.0.3, 6.2.1, 9.2, 5.0.2, 7.2","BSD 3-clause ""New"" or ""Revised"" License"
fabric8-kubernetes-model-autoscaling,6.13.1,Apache License 2.0
aws-java-sdk-for-aws-s3-control,"1.12.770, 1.12.124, 1.11.892, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-lookout-for-vision,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-payment-cryptography-data-plane,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-cloudwatch-evidently,"1.12.124, 1.12.770, 1.12.793",Apache License 2.0
squareokio,"2.8.0, 3.6.0",Apache License 2.0
aws-java-sdk-for-amazon-interactive-video,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
open-telemetry-opentelemetry-go-contrib,"instrumentation/google.golang.org/grpc/otelgrpc/v0.55.0, instrumentation/net/http/httptrace/otelhttptrace/v0.46.1, instrumentation/net/http/otelhttp/v0.54.0",Apache License 2.0
aws-java-sdk-for-aws-iot-secure-tunneling,"1.12.793, 1.12.770, 1.11.892, 1.12.124",Apache License 2.0
go-toml,"v2.2.2, v1.9.5, v2.2.3",MIT License
prometheus-java-simpleclient-common,0.11.0,Apache License 2.0
jsonschema2pojo-core,1.0.2,Apache License 2.0
javax-inject-javax-inject,1,Apache License 2.0
aws-java-sdk-for-aws-datasync,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-storage-gateway,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
grpc-gateway,v2.22.0,"BSD 3-clause ""New"" or ""Revised"" License"
jakarta-mail,"1.5.1, 1.4.3, 1.6.2","Common Development and Distribution License 1.1,Common Development and Distribution License 1.0"
grpc-java,"1.48.1, 1.51.0, 1.45.1, 1.64.0, 1.51.1, 1.13.1",Apache License 2.0
docker-registry,2.8.3,Apache License 2.0
snakeyaml,"1.30, 2.0, 1.18",Apache License 2.0
apache-log4j-slf4j-binding,"2.17.2, 2.17.1",Apache License 2.0
aws-java-sdk-for-aws-iot-analytics,"1.12.793, 1.12.770, 1.11.892, 1.12.124",Apache License 2.0
microsoft-hcsshim,v0.11.5,MIT License
jsoniter-go,v1.1.12,MIT License
gradle-scalastyle-plugin_2-11,1.0.1,"Apache License 2.0,Unknown License"
apache-avro-ipc-jetty,1.11.4,Apache License 2.0
netty-project,"4.1.119.Final, 4.1.68.Final, 3.7.0.Final, 4.1.108, 4.1.100.Final, 4.2.7.Final",Apache License 2.0
aws-java-sdk-for-tax-settings,"1.12.770, 1.12.793",Apache License 2.0
jetty-http2-hpack,11.0.24,(Apache License 2.0 AND Eclipse Public License 2.0)
jffi-java-foreign-function-interface,"1.2.16, 1.2.18, 1.2.15, 1.3.9",Apache License 2.0
aws-java-sdk-for-aws-codestar,"1.11.892, 1.12.793, 1.12.770, 1.12.124",Apache License 2.0
joda-time,"2.12.7, 2.9.7, 2.10.5, 2.8.1",Apache License 2.0
io-grpc-grpc-protobuf-lite,"1.45.1, 1.13.1, 1.48.1, 1.51.0, 1.51.1",Apache License 2.0
aws-java-sdk-for-amazon-glacier,"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
gomega,v1.36.2,MIT License
aws-java-sdk-for-aws-resource-groups-tagging-api,"1.12.124, 1.12.793, 1.12.770, 1.11.892",Apache License 2.0
scalariform,0.2.0,MIT License
opensaml-2-0,2.6.4,Apache License 2.0
aws-java-sdk-for-amazon-redshift,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
prometheus-java-span-context-supplier-common,0.11.0,Apache License 2.0
aws-java-sdk-for-aws-elemental-medialive,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-marketplace-agreement,"1.12.793, 1.12.770",Apache License 2.0
mattn-go-isatty,v0.0.20,MIT License
akka-http-core,"10.2.7, 10.2.6, 10.1.7",Apache License 2.0
aws-java-sdk-for-firewall-management,"1.12.124, 1.12.793, 1.11.892, 1.12.770",Apache License 2.0
kafka-connect-avro-data,"6.1.0, 7.8.0, 7.6.0",Apache License 2.0
aws-java-sdk-for-aws-re-post-private,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-aws-migration-hub-orchestrator,"1.12.793, 1.12.770",Apache License 2.0
compiler-interface,0.13.15,"BSD 3-clause ""New"" or ""Revised"" License"
ssl-config-core,"0.4.2, 0.2.3",Apache License 2.0
aws-java-sdk-for-amazonmq,"1.12.793, 1.11.892, 1.12.770, 1.12.124",Apache License 2.0
github-com-containerd-platforms,0.2.1,Apache License 2.0
scalatest-featurespec,3.2.15,Apache License 2.0
aws-java-sdk-for-aws-iot-core-device-advisor,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
akka-http-spray-json,"10.2.7, 10.1.7, 10.2.6",Apache License 2.0
aws-java-sdk-for-amazon-verified-permissions,"1.12.793, 1.12.770",Apache License 2.0
gin-gonic-gin,v1.10.0,MIT License
aws-java-sdk-for-amazon-vpc-lattice,"1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-aws-application-auto-scaling,"1.12.124, 1.11.892, 1.12.793, 1.12.770",Apache License 2.0
aws-java-sdk-for-amazon-documentdb-elastic-clusters,"1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-workspaces,"1.12.770, 1.11.892, 1.12.793, 1.12.124",Apache License 2.0
apache-avro-ipc,1.11.4,Apache License 2.0
prometheus-java-span-context-supplier-opentelemetry,0.11.0,Apache License 2.0
javassist,"rel_3_25_0_ga, 3.21.0, 3.12.1",Apache License 2.0
aws-java-sdk-for-amazon-appconfig,"1.12.124, 1.12.793, 1.12.770, 1.11.892",Apache License 2.0
aws-java-sdk-for-amazon-dynamodb-accelerator-(dax),"1.12.793, 1.12.124, 1.12.770, 1.11.892",Apache License 2.0
aws-java-sdk-for-braket,"1.11.892, 1.12.124, 1.12.770, 1.12.793",Apache License 2.0
aws-java-sdk-for-amazon-lex-runtime-v2,"1.12.770, 1.12.793, 1.12.124",Apache License 2.0
kataras-survey,v2.3.7,MIT License
testng,7.0.0,Apache License 2.0
jose4j,"0.9.3, jose4j-0.7.8",Apache License 2.0
akka-cluster-sharding,2.6.14,Apache License 2.0
mongodb-reactive-streams-driver,5.5.1,Apache License 2.0
scalatest-freespec,3.2.15,Apache License 2.0
kryo-shaded,4.0.2,"BSD 3-clause ""New"" or ""Revised"" License"
jul-to-slf4j-bridge,2.0.0,MIT License
aws-java-sdk-for-amazon-cloudwatch-network-monitor,"1.12.793, 1.12.770",Apache License 2.0
kubernetes-client-api,13.0.0,Apache License 2.0
aws-java-sdk-for-aws-lambda,"1.12.793, 1.12.770, 1.12.124, 1.11.892",Apache License 2.0
com-google-api-grpc-proto-google-common-protos,"2.0.1, 1.0.0, 2.9.0",Apache License 2.0
netty-codec-marshalling,4.2.7.Final,Apache License 2.0
apache-yetus-audience-annotations,"0.13.0, 0.5.0, 0.12.0",Apache License 2.0
