Package,Version,License(s)
golang.org-x-net,"20180825-snapshot-8a410e7b, 20170113-snapshot-f2499483, 20190402-snapshot-eb5bcb51, 20201009-snapshot-4f7140c4, 20181114-snapshot-adae6a3d, 20201207-snapshot-986b41b2, 20201208-snapshot-ac852fbb, 20210126-snapshot-e18ecbb0, 20210524-snapshot-abc45321, 20190311-snapshot-d8887717, 20200311-snapshot-0ba52f64, 20190826-snapshot-ba9fcec4, 20200716-snapshot-c8904581, 20180724-snapshot-3673e40b, 20181219-snapshot-1e06a53d, 20210119-snapshot-5f4716e9, 20180906-snapshot-161cd47e, 20200130-snapshot-16171245, 20190613-snapshot-d28f0bde, 20190522-snapshot-f3200d17, 20190620-snapshot-3b0461ee, 20200227-snapshot-244492df, 20200224-snapshot-0de0cce0, 20201105-snapshot-69a78807, 20201223-snapshot-6772e930, 20191007-snapshot-72f93937","BSD 3-clause ""New"" or ""Revised"" License"
@babel-plugin-transform-async-to-generator,"7.14.5, 7.13.0, 7.1.0, 7.16.0",MIT License
css-minimizer-webpack-plugin,"3.0.0, 3.0.1",MIT License
bfj,6.1.1,MIT License
@storybook-manager-webpack4,6.3.6,MIT License
akka-stream-kafka,"2.0.3, 2.0.5",Apache License 2.0
is-date-object,"1.0.5, 1.0.1, 1.0.4",MIT License
kleur,2.0.2,MIT License
d3-hierarchy,1.1.9,"BSD 3-clause ""New"" or ""Revised"" License"
caller-callsite,2.0.0,MIT License
d3-sankey,0.12.3,"BSD 3-clause ""New"" or ""Revised"" License"
@types-yargs-parser,20.2.1,MIT License
gensync,1.0.0-beta.2,MIT License
akka-coordination,2.6.14,Apache License 2.0
@babel-plugin-transform-unicode-escapes,"7.14.5, 7.16.0",MIT License
Jakarta Annotations API,1.3.5,Eclipse Public License 2.0
@jimp-plugin-shadow,0.10.3,MIT License
byte-buddy-agent,1.9.10,Apache License 2.0
@angular-eslint-eslint-plugin,12.6.1,MIT License
@babel-helper-member-expression-to-functions,"7.0.0, 7.15.0, 7.16.0, 7.15.4",MIT License
execa,"0.7.0, 0.10.0, 1.0.0",MIT License
exenv,1.2.2,"BSD 3-clause ""New"" or ""Revised"" License"
ultrajson,"1.33, 1.35, 2.0, 1.34, 2.0.3","BSD 3-clause ""New"" or ""Revised"" License"
@webassemblyjs-floating-point-hex-parser,"1.11.1, 1.9.0, 1.7.6, 1.11.0",MIT License
node-external-editor,"3.0.3, 3.1.0",MIT License
number-is-nan,1.0.1,MIT License
AWS Java SDK for AWS Compute Optimizer,1.11.892,Apache License 2.0
jsdiff,"3.5.0, 4.0.2","BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for Auto Scaling,1.11.892,Apache License 2.0
postcss-selector-matches,4.0.0,MIT License
less-loader,"8.1.1, 10.0.0",MIT License
istanbul-lib-coverage,"1.2.1, 2.0.5, 3.0.0","BSD 3-clause ""New"" or ""Revised"" License"
cachetools,3.1.1,MIT License
tapjs-signal-exit,v3.0.3,ISC License
@angular-devkit-build-webpack,"0.1200.5, 0.1201.4",MIT License
node-releases,"1.1.75, 1.0.2, 1.1.73","MIT License,Creative Commons Attribution 4.0"
WeBankFinTech-FATE,v0.1,Apache License 2.0
AWS Java SDK for Amazon API Gateway,1.11.892,Apache License 2.0
app-root-dir,1.0.2,MIT License
get-caller-file,"2.0.5, 1.0.3",ISC License
@storybook-router,"5.3.21, 6.3.6, 6.3.12",MIT License
@schematics-angular,"12.1.4, 12.2.13, 12.0.5, 12.2.4, 0.1200.5, 0.1201.4",MIT License
lines-and-columns,1.1.6,MIT License
generics-resolver,3.0.0,MIT License
path-is-absolute,1.0.1,MIT License
JS-YAML. Native JS port of PyYAML.,"3.14.1, 3.12.0",MIT License
org.apiguardian:apiguardian-api,1.0.0,Apache License 2.0
handle-thing,"v2.0.1, 1.2.5",MIT License
animate-css-grid,1.4.3,MIT License
postcss-selector-not,"4.0.1, 4.0.0",MIT License
AWS Java SDK for AWS Data Exchange,1.11.892,Apache License 2.0
AWS Java SDK for AWS Health APIs and Notifications,1.11.892,Apache License 2.0
es6-object-assign,1.1.0,MIT License
CSSselect,"v4.1.3, 1.2.0, v2.0.2","BSD 2-clause ""Simplified"" License,BSD 3-clause ""New"" or ""Revised"" License"
source-map-url,v0.4.1,MIT License
@babel-plugin-proposal-class-properties,"7.1.0, 7.16.0, 7.3.0, 7.14.5",MIT License
cmd.py,1.127,GNU Lesser General Public License v3.0 or later
@babel-preset-react,"7.0.0, 7.16.0",MIT License
javax.inject:1 as OSGi bundle,2.6.1,Eclipse Public License 2.0
p-try,"2.2.0, 1.0.0, 2.0.0",MIT License
sindresorhus-supports-color,"8.1.1, v7.2.0, 5.5.0, 6.1.0",MIT License
@babel-register,7.16.0,MIT License
deep-is,"0.1.4, 0.1.3",MIT License
stylehacks,5.0.1,MIT License
Autoprefixer,"9.8.8, 9.3.1, 9.8.6",MIT License
brace-expansion,1.1.11,MIT License
opencollective-postinstall,2.0.3,MIT License
vary,1.1.2,MIT License
com.google.api.grpc:proto-google-common-protos,"1.0.0, 1.17.0",Apache License 2.0
kubernetes-apimachinery,"v0.17.2, v0.17.3-beta.0, v0.17.4-beta.0",Apache License 2.0
chownr,"2.0.0, 1.1.4, 1.1.1",ISC License
@babel-plugin-syntax-jsx,"7.0.0, 7.16.0, 7.12.1",MIT License
@babel-plugin-proposal-optional-chaining,"7.14.5, 7.16.0",MIT License
@jest-core,25.5.4,MIT License
babel-plugin-named-asset-import,0.2.3,MIT License
figgy-pudding,3.5.1,ISC License
scalactic,"3.0.8-RC2, 3.0.5",Apache License 2.0
raw-body,"2.4.0, 2.3.3",MIT License
google-go-cmp,"v0.4.0, v0.3.1, v0.5.5, v0.2.0, v0.3.0, v0.5.0, v0.5.6, v0.4.1, v0.5.3, v0.5.4, v0.5.2","BSD 3-clause ""New"" or ""Revised"" License"
arrify,"1.0.1, 2.0.1",MIT License
icss-replace-symbols,1.1.0,ISC License
merge2,"1.2.3, 1.4.1",MIT License
circular-dependency-plugin,5.2.2,ISC License
npm-install-checks,4.0.0,"BSD 2-clause ""Simplified"" License"
ssl-config-core,"0.4.2, 0.2.3",Apache License 2.0
Strip ANSI,"4.0.0, 3.0.1, 6.0.0, 5.2.0",MIT License
pureconfig-generic-base,0.12.2,Mozilla Public License 2.0
AWS Java SDK for AWS IoT Events,1.11.892,Apache License 2.0
ansi-align,3.0.1,ISC License
fast-glob,"3.2.7, 2.2.3",MIT License
asap,2.0.6,MIT License
@reach-router,1.3.4,MIT License
fragment-cache,0.2.1,MIT License
randombytes,"1.0.4, 2.0.6, 2.1.0",MIT License
AWS Java SDK for Amazon Appflow,1.11.892,Apache License 2.0
SnakeYAML,"1.19, snakeyaml-1.25, 1.18, 1.29",Apache License 2.0
Async,"1.5.2, 0.9.2, 2.6.1, 2.6.3, 3.2.2",MIT License
jonschlinkert-object-copy,0.1.0,MIT License
swagger-parser,1.0.38,Apache License 2.0
body-parser,"1.19.0, 1.18.3",MIT License
repeat-string,1.6.1,MIT License
einaros-ws,"7.5.5, 7.4.6, 5.2.2, 6.2.2, 6.1.0",MIT License
jnr-ffi,"2.1.9, 2.1.7",Apache License 2.0
@babel-plugin-transform-template-literals,"7.16.0, 7.14.5, 7.0.0",MIT License
groupcache,"20190208-snapshot-5b532d6f, 20180126-snapshot-02826c3e",Apache License 2.0
escape-string-regexp,"v2.0.0, 1.0.5",MIT License
AWS Java SDK for AWS SSO Identity Store,1.11.892,Apache License 2.0
mathiasbynens-regenerate,"1.4.2, 1.4.0",MIT License
AWS Java SDK for Amazon WorkLink,1.11.892,Apache License 2.0
acorn-import-assertions,1.8.0,MIT License
duplexer,"v0.1.2, 0.1.1",MIT License
Merge-Stream,"1.0.1, 2.0.0",MIT License
@ngx-translate-http-loader,"v6.0.0, v4.0.0",MIT License
AWS Java SDK for AmazonMQ,1.11.892,Apache License 2.0
@babel-plugin-transform-for-of,"7.0.0, 7.14.5, 7.16.0, 7.15.4",MIT License
http-parser-js,"0.5.3, 0.5.0",MIT License
AWS Java SDK for Amazon EventBridge,1.11.892,Apache License 2.0
@babel-helper-annotate-as-pure,"7.0.0, 7.14.5, 7.15.4, 7.16.0",MIT License
expressjs-express,"4.16.4, 4.17.1",MIT License
leven,2.1.0,MIT License
capture-exit,"2.0.0, 1.2.0",ISC License
golang-github-spf13-pflag-dev,"20200223-snapshot, 1.0.3, 20170714-snapshot-9ff6c692, v1.0.5-rc1","BSD 3-clause ""New"" or ""Revised"" License"
@babel-plugin-transform-reserved-words,"7.14.5, 7.16.0",MIT License
go-zap,"v1.10.0, v1.14.1","BSD 3-clause ""New"" or ""Revised"" License,MIT License"
@babel-plugin-transform-react-pure-annotations,7.16.0,MIT License
cosmiconfig,"5.2.1, 7.0.0, 5.0.6, 7.0.1, 6.0.0, 4.0.0",MIT License
re2j,1.2,"BSD 3-clause ""New"" or ""Revised"" License"
expect,23.6.0,MIT License
postcss-minify-params,"4.0.1, 5.0.1",MIT License
@babel-plugin-proposal-object-rest-spread,"7.14.7, 7.12.1, 7.3.2, 7.16.0, 7.0.0",MIT License
cli-cursor,"2.1.0, 1.0.2, v3.1.0",MIT License
@types-parse-json,4.0.0,MIT License
enhanced-resolve,"4.5.0, 5.7.0, 4.1.0, 5.8.3, 5.8.2",MIT License
@babel-plugin-transform-exponentiation-operator,"7.14.5, 7.16.0, 7.1.0",MIT License
figures,"3.2.0, 2.0.0",MIT License
nwsapi,2.0.9,MIT License
Telegraf,1.12.6,MIT License
schema-utils,"1.0.0, v2.7.1, 3.1.1",MIT License
array-includes,"3.1.4, 3.0.3",MIT License
after,0.8.2,MIT License
@jimp-png,0.10.3,MIT License
find-cache-dir,"3.3.1, 3.3.2, 2.0.0, 1.0.0, 0.1.1",MIT License
node-browserstack,1.6.1,MIT License
pypi-setuptools,"59.1.1, 59.2.0, 39.0.1","MIT License,Python Software Foundation License 2.0"
ansi-styles,"2.2.1, v4.3.0, 3.2.1",MIT License
acorn-walk,"6.1.0, 7.2.0, 6.2.0",MIT License
@babel-plugin-bugfix-v8-spread-parameters-in-optional-chaining,"7.14.5, 7.15.4, 7.16.0",MIT License
btf,1.2,"Apache License 2.0,(Apache License 2.0 AND GNU Lesser General Public License v3.0 or later)"
@babel-helper-builder-binary-assignment-operator-visitor,"7.1.0, 7.14.5, 7.15.4, 7.16.0",MIT License
react-lifecycles-compat,3.0.4,MIT License
scala-collection-compat,"2.1.6, 2.0.0",Apache License 2.0
@webassemblyjs-wasm-edit,"1.9.0, 1.11.0, 1.7.6, 1.11.1",MIT License
file-loader,2.0.0,MIT License
faye-websocket-node,"0.11.4, 0.10.0, 0.11.1","Apache License 2.0,MIT License"
mdlayher-genetlink,v1.0.0,MIT License
requests-oauthlib,1.3.0,ISC License
Eventlet,"v0.25.1, 0.17.4",MIT License
postcss-minify-font-values,"4.0.2, 5.0.1",MIT License
@storybook-channel-postmessage,"6.3.12, 6.3.6",MIT License
@babel-helper-explode-assignable-expression,"7.1.0, 7.16.0, 7.14.5, 7.15.4",MIT License
p-locate,"2.0.0, 3.0.0, 4.1.0",MIT License
is-glob,"2.0.1, 3.1.0, 4.0.1, 4.0.0",MIT License
@xtuc-ieee754,1.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
d3-shape,v1.3.7,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for Amazon Lex Model Building,1.11.892,Apache License 2.0
AWS Java SDK :: Auth,2.17.30,Apache License 2.0
@babel-runtime-corejs3,7.16.3,MIT License
postcss-normalize-url,"5.0.2, 4.0.1",MIT License
js-tokens,"4.0.0, 3.0.2",MIT License
@babel-helper-builder-react-jsx,7.0.0,MIT License
python-s3transfer,0.3.3,Apache License 2.0
react-modal,3.6.1,MIT License
@typescript-eslint-experimental-utils,"2.34.0, 4.23.0, 4.28.2",MIT License
AWS Java SDK for Amazon CloudWatch Events,1.11.892,Apache License 2.0
pkg-up,2.0.0,MIT License
@babel-plugin-transform-function-name,"7.16.0, 7.1.0, 7.14.5",MIT License
Apache Commons Validator,"1.7, 1.6",Apache License 2.0
is-regexp,1.0.0,MIT License
@emotion-styled-base,10.0.31,MIT License
hoek,4.2.1,"BSD 3-clause ""New"" or ""Revised"" License"
org.xmlunit:xmlunit-core,2.5.1,Apache License 2.0
golang.org-x-crypto,"20190407-snapshot-cbcb7502, 20180503-snapshot-c2843e01, 20200211-snapshot-bac4c82f, 20190210-snapshot-74369b46, 20191011-snapshot-87dc89f0","BSD 3-clause ""New"" or ""Revised"" License"
kriskowal's q,"1.5.1, 1.4.1",MIT License
array-flatten,"1.1.1, 2.1.2, 2.1.1",MIT License
org.opentest4j:opentest4j,1.1.1,Apache License 2.0
@jest-globals,25.5.2,MIT License
createecdh,"4.0.4, 4.0.3",MIT License
create-react-app,"5.1.0, 0.1.3, 6.0.9","MIT License,BSD 3-clause ""New"" or ""Revised"" License"
akka,2.4-M2,Apache License 2.0
babel-plugin-polyfill-regenerator,"0.2.2, 0.2.3",MIT License
google-go-genproto,"20190830-snapshot-24fa4b26, 20201214-snapshot-8c77b98c, 20180817-snapshot-c66870c0, 20200526-snapshot-cb27e3aa, 20200519-snapshot-08726f37",Apache License 2.0
MarkupSafe,2.0.1,"BSD 3-clause ""New"" or ""Revised"" License"
node-cross-spawn,"7.0.3, 6.0.5, 5.1.0",MIT License
has-tostringtag,1.0.0,MIT License
slf4j-nop,"1.7.25, 1.7.26",MIT License
minimalistic-crypto-utils,1.0.1,MIT License
Visionmedia Debug,"2.6.9, 4.3.1, 4.3.2, 3.2.7, 3.1.0",MIT License
mime,"2.3.1, 1.4.1, 2.5.2, 1.6.0",MIT License
Commons IO,"1.3.2, 2.11.0",Apache License 2.0
iconv-lite,"0.4.23, 0.6.3, v0.4.24",MIT License
@webassemblyjs-wasm-opt,"1.11.0, 1.9.0, 1.11.1, 1.7.6",MIT License
mockito-scala,1.4.0-beta.7,MIT License
lz-string,1.4.4,Do What The F*ck You Want To Public License
Clone,"2.1.2, 1.0.4",MIT License
Netty Project,"4.1.67.Final, 4.1.48.Final, 4.1.70.Final, 4.1.25.Final, 4.1.66.Final",Apache License 2.0
source-map-resolve,"0.5.3, v0.6.0",MIT License
@types-d3-hierarchy,1.1.8,MIT License
is-path-inside,"v2.1.0, 1.0.1",MIT License
AWS Java SDK for Schemas,1.11.892,Apache License 2.0
is-dotfile,1.0.3,MIT License
@types-estree,"0.0.47, 0.0.50",MIT License
d3-selection-multi,1.0.1,"BSD 3-clause ""New"" or ""Revised"" License"
@jest-types,"26.6.2, 25.5.0",MIT License
array-unique,"0.2.1, 0.3.2",MIT License
call-bind,1.0.2,MIT License
https-proxy-agent,"2.2.4, 5.0.0",MIT License
parse-passwd,1.0.0,MIT License
ECharts Charting Library,5.2.2,Apache License 2.0
adjust-sourcemap-loader,4.0.0,MIT License
source-map-js,0.6.2,"BSD 3-clause ""New"" or ""Revised"" License"
postcss-preset-env,"6.7.0, 6.0.6",Creative Commons Zero v1.0 Universal
colord,"2.6.0, 2.9.1, 2.7.0",MIT License
json4s-scalap,"3.5.2, 3.6.2",Apache License 2.0
babel-messages,6.23.0,MIT License
node-browser-resolve,1.11.3,MIT License
kafka-connect-elastic,1.2.0,Apache License 2.0
AWS Java SDK for Amazon S3 on Outposts,1.11.892,Apache License 2.0
pkg-errors,"v0.8.1, v0.9.1, v0.8.0","BSD 2-clause ""Simplified"" License"
@babel-plugin-proposal-private-methods,"7.14.5, 7.16.0",MIT License
@webassemblyjs-helper-module-context,"1.9.0, 1.7.6",MIT License
d3-polygon,v1.0.6,"BSD 3-clause ""New"" or ""Revised"" License"
object.getownpropertydescriptors,2.0.3,MIT License
ngx-text-diff,0.6.0,MIT License
process-nextick-args,"2.0.0, v2.0.1",MIT License
Python-RSA,4.0,Apache License 2.0
load-json-file,"1.1.0, 2.0.0",MIT License
npm-pick-manifest,6.1.1,ISC License
kafka-connect-blockchain,0.3.0,Apache License 2.0
blob-util,2.0.2,Apache License 2.0
@babel-plugin-syntax-object-rest-spread,"7.0.0, 7.8.3",MIT License
fsevents,"1.2.4, 1.2.13, 2.3.2",MIT License
Apache ZooKeeper,"3.6.1, 3.4.14",Apache License 2.0
org.junit.jupiter:junit-jupiter-engine,5.4.2,Eclipse Public License 2.0
@emotion-styled,10.0.27,MIT License
utils-merge,1.0.1,MIT License
@babel-plugin-syntax-json-strings,"7.0.0, 7.8.3",MIT License
golang protobuf,"v1.3.1, v1.3.2, v1.2.0, 1.4.2, v1.4.0-rc.1, 20200313-snapshot-b860323f, v1.4.3, 20171108-snapshot-4bd19207, v1.4.1, v1.5.0, v1.5.2, 20200220-snapshot-67d41d38, 1.3.3","BSD 3-clause ""New"" or ""Revised"" License"
postcss-custom-properties,"8.0.11, 8.0.8",MIT License
postcss-modules-extract-imports,"3.0.0, 1.2.1",ISC License
console-browserify,"1.2.0, 1.1.0",MIT License
console-control-strings,1.1.0,ISC License
AWS Java SDK for AWS WAF,1.11.892,Apache License 2.0
json4s-core,"3.6.2, 3.5.2",Apache License 2.0
AWS Java SDK :: Core :: Protocols :: AWS Json Protocol,2.17.30,Apache License 2.0
@babel-generator,"7.16.0, 7.14.5, 7.15.0, 7.1.3, 7.15.4, 7.14.3",MIT License
@webassemblyjs-utf8,"1.11.1, 1.7.6, 1.11.0, 1.9.0",MIT License
engine.io-client,3.5.2,MIT License
range-parser,"1.2.0, v1.2.1",MIT License
@types-unist,2.0.6,MIT License
@humanwhocodes-object-schema,1.2.1,"BSD 3-clause ""New"" or ""Revised"" License"
matttproud-golang_protobuf_extensions,v1.0.1,Apache License 2.0
buffer-indexof,1.1.1,MIT License
custom-event,1.0.1,MIT License
@babel-plugin-syntax-async-generators,"7.8.4, 7.0.0",MIT License
test-interface,1.0,"BSD 3-clause ""New"" or ""Revised"" License"
map-age-cleaner,"0.1.3, 0.1.2",MIT License
prometheus-common,"v0.7.0, v0.9.1, v0.4.1, v0.4.0",Apache License 2.0
jest-snapshot,23.6.0,MIT License
os-tmpdir,1.0.2,MIT License
date-format,"v3.0.0, 0.0.2, 2.1.0",MIT License
node-forge,"0.10.0, 0.7.5","(BSD 3-clause ""New"" or ""Revised"" License OR GNU General Public License v2.0 only)"
akka-stream,"2.5.14, 2.6.15, 2.6.14",Apache License 2.0
beanvalidation-api,1.1.0,Apache License 2.0
statuses,1.5.0,MIT License
@types-babel__generator,7.6.3,MIT License
abab,"2.0.0, 2.0.5","BSD 3-clause ""New"" or ""Revised"" License"
@terminus-ui-link,1.0.0,MIT License
preserve,0.2.0,MIT License
importlib-metadata,4.8.2,Apache License 2.0
ts-node,7.0.1,MIT License
Jest from Facebook,"23.0.1, 23.2.0, 23.4.0, v23.6.0",MIT License
@angular-router,"12.1.5, 12.2.13, 12.2.4",MIT License
is-primitive,"2.0.0, 3.0.1",MIT License
@babel-plugin-syntax-export-default-from,7.16.0,MIT License
elegant-spinner,1.0.1,MIT License
eslint-visitor-keys,1.0.0,Apache License 2.0
AWS Java SDK for Amazon Elastic Container Service for Kubernetes,1.11.892,Apache License 2.0
node-concat-map,0.0.1,MIT License
karma-coverage-istanbul-reporter,3.0.3,MIT License
scala-xml,"1.1.0, 1.0.4, 1.0.6, 1.3.0","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
cypress-plugin-snapshots,1.4.4,MIT License
npm-normalize-package-bin,1.0.1,ISC License
WebSocket API,1.1,"(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.1),Common Development and Distribution License 1.1"
wax,master-20130105,MIT License
kafka-connect-elastic6,1.2.0,Apache License 2.0
@types-d3-interpolate,1.4.2,MIT License
node-deep-equal,"1.0.1, 1.1.1",MIT License
Material Design for Angular,12.1.4,MIT License
jOOR,0.9.10,Apache License 2.0
nodejs-asn1,0.2.4,MIT License
@babel-helper-hoist-variables,"7.16.0, 7.0.0, 7.15.4, 7.14.5",MIT License
@babel-plugin-transform-shorthand-properties,"7.14.5, 7.0.0, 7.16.0",MIT License
jsesc,"v2.5.2, 1.3.0, 2.5.1, 0.5.0",MIT License
@babel-plugin-transform-block-scoping,"7.15.3, 7.0.0, 7.14.5, 7.16.0",MIT License
json-parse-even-better-errors,2.3.1,MIT License
Apache POI,"REL_4_1_2, 3.17",Apache License 2.0
GoDoc Text,"v0.1.0, v0.2.0",MIT License
proxy-addr,"2.0.7, 2.0.4",MIT License
finalhandler,"1.1.1, 1.1.2",MIT License
@types-selenium-webdriver,3.0.19,MIT License
normalize-path,"2.1.1, 3.0.0",MIT License
Netty Reactive Streams Implementation,2.0.5,Apache License 2.0
@jest-console,25.5.0,MIT License
imurmurhash,0.1.4,MIT License
ipaddress,1.0.23,Python Software Foundation License 2.3
@trysound-sax,"0.2.0, 0.1.1",ISC License
sindresorhus-normalize-url,6.1.0,MIT License
readable-stream,"3.6.0, v2.3.7",MIT License
JUnit,4.12,Eclipse Public License 1.0
AWS Java SDK for AWS Certificate Manager Private Certificate Authority,1.11.892,Apache License 2.0
eventsource-node,"1.1.0, 0.1.6",MIT License
postcss-merge-rules,"4.0.2, 5.0.2",MIT License
make-dir,"1.3.0, 2.1.0, 3.1.0",MIT License
timsort,0.3.0,MIT License
normalize-package-data,"2.4.0, 2.5.0","BSD 2-clause ""Simplified"" License"
yaml for Go,"v2.2.4, v2.4.0, v2.3.0, v2.2.2, v2.2.5, v2.2.1, v2.2.7, v2.2.8","Apache License 2.0,(MIT License AND Apache License 2.0)"
htmlparser2,3.3.0,MIT License
@babel-compat-data,"7.16.0, 7.15.0",MIT License
tmp,0.0.33,MIT License
has-symbols,"1.0.2, 1.0.0",MIT License
node-promise-retry,2.0.1,MIT License
AWS Java SDK for AWS Elemental MediaLive,1.11.892,Apache License 2.0
@babel-runtime,"7.16.3, 7.15.4, 7.14.8, 7.14.6, 7.14.0, 7.3.1, 7.0.0",MIT License
opn,"v5.5.0, 5.4.0",MIT License
@babel-plugin-syntax-import-meta,7.10.4,MIT License
param-case,2.1.1,MIT License
JAXB OSGi bundle for GlassFish V3,2.2.10,"Common Development and Distribution License 1.1,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)"
on-headers,"1.0.1, 1.0.2",MIT License
AWS Java SDK for AWS SecurityHub,1.11.892,Apache License 2.0
nth-check,"1.0.2, 2.0.1","BSD 2-clause ""Simplified"" License"
@babel-plugin-proposal-export-namespace-from,"7.14.5, 7.16.0",MIT License
pretty-bytes,"4.0.2, 5.6.0",MIT License
nan,"2.11.1, 2.15.0",MIT License
@babel-plugin-transform-runtime,"7.14.5, 7.14.3, 7.2.0, 7.1.0",MIT License
cyclist,"0.2.2, 1.0.1",MIT License
@babel-plugin-syntax-class-properties,"7.0.0, 7.12.13",MIT License
AWS Java SDK for AWS CodeCommit,1.11.892,Apache License 2.0
@angular-language-service,"12.2.4, 12.1.5, 12.2.13",MIT License
postcss-logical,3.0.0,Creative Commons Zero v1.0 Universal
AWS Java SDK :: Annotations,2.17.30,Apache License 2.0
babel-plugin-istanbul,"6.1.1, 4.1.6","BSD 3-clause ""New"" or ""Revised"" License"
through,2.3.8,MIT License
io.grpc:grpc-core,1.13.1,Apache License 2.0
akka-cluster-sharding,2.6.14,Apache License 2.0
path-key,"2.0.1, 3.1.1",MIT License
@angular-animations,"12.1.5, 12.2.4, 12.2.13",MIT License
golang.org-x-time,20181108-snapshot-85acf8d2,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for Amazon Glacier,1.11.892,Apache License 2.0
d3-selection,1.4.2,"BSD 3-clause ""New"" or ""Revised"" License"
ngrx-store-devtools-next,12.0.0,MIT License
regenerator-runtime,"0.13.9, 0.13.7",MIT License
arr-union,3.1.0,MIT License
@mdx-js-util,1.6.22,MIT License
jest-regex-util,23.3.0,MIT License
jasmine-jasmine,"3.6.0, 2.8.0, 3.9.0",MIT License
@stylelint-postcss-markdown,0.36.2,MIT License
merge-descriptors,1.0.1,MIT License
curvesapi,"1.04, 1.06","BSD 3-clause ""New"" or ""Revised"" License"
postcss-media-minmax,4.0.0,MIT License
bn.js,"5.2.0, v4.12.0, 4.11.8",MIT License
AWS Java SDK for Amazon Cognito Sync,1.11.892,Apache License 2.0
emitter-component,"1.3.0, 1.2.1",MIT License
@angular-eslint-utils,12.6.1,MIT License
akka-management-cluster-http,1.1.1,Apache License 2.0
postcss-custom-selectors,5.1.2,MIT License
@angular-forms,"12.2.4, 12.1.5, 12.2.13",MIT License
AWS Java SDK for AWS CloudFormation,1.11.892,Apache License 2.0
AWS Java SDK for AWS Data Pipeline,1.11.892,Apache License 2.0
AWS Java SDK :: AWS Core,2.17.30,Apache License 2.0
@jest-transform,"25.5.1, 26.6.2",MIT License
lodash.sortby,4.7.0,MIT License
@babel-helpers,"7.16.3, 7.15.4, 7.1.2, 7.14.8",MIT License
@jimp-plugins,0.10.3,MIT License
@babel-helper-module-transforms,"7.1.0, 7.15.0, 7.15.4, 7.16.0",MIT License
AWS Java SDK for AWS CodeStar Notifications,1.11.892,Apache License 2.0
Jersey,"2.32, 2.30","Public Domain,Eclipse Public License 2.0,(Apache License 2.0 AND Public Domain)"
Apache Commons Logging,1.2,Apache License 2.0
html-webpack-plugin,4.0.0-alpha.2,MIT License
cilium-ebpf,v0.5.0,MIT License
cfb,"1.2.1, 1.2.0",Apache License 2.0
commonjs-assert,"1.4.1, 2.0.0, v1.5.0",MIT License
AWS Java SDK for AWS IoT Jobs Data Plane,1.11.892,Apache License 2.0
@types-qs,6.9.7,MIT License
postcss-reduce-initial,"4.0.2, 5.0.1",MIT License
postcss-unique-selectors,"4.0.1, 5.0.1",MIT License
@cypress-code-coverage,3.2.2,MIT License
core-util-is,"1.0.3, 1.0.2",MIT License
detab,2.0.4,MIT License
@fimbul-bifrost,0.21.0,Apache License 2.0
source-map,"0.7.3, 0.6.1, 0.5.7","BSD 3-clause ""New"" or ""Revised"" License"
ecc-jsbn,0.1.2,MIT License
browserslist,"4.1.1, 4.17.6, 4.3.4, 4.16.7, 4.17.0",MIT License
@octokit-graphql,4.8.0,MIT License
source-list-map,2.0.1,MIT License
gogo-protobuf,"20190922-snapshot-65acae22, v1.2.1, v1.3.1, 20200204-snapshot, v1.1.1, v1.2.0","BSD 3-clause ""New"" or ""Revised"" License"
babel-plugin-dynamic-import-node,"2.3.3, 2.2.0",MIT License
AWS Java SDK for Amazon Inspector Service,1.11.892,Apache License 2.0
esutils,"1.1.6, 2.0.2, 2.0.3","BSD 3-clause ""New"" or ""Revised"" License,BSD 2-clause ""Simplified"" License"
zookeeper client wrapper,2.2.0,Apache License 2.0
unique-slug,2.0.2,ISC License
Bouncy Castle,1.69,MIT License
camelcase-keys,6.2.2,MIT License
constants-browserify,1.0.0,MIT License
mockito-scala-specs2,1.4.0-beta.7,MIT License
akka-management-pki,1.1.1,Apache License 2.0
har-validator,"5.1.0, 5.1.5","ISC License,MIT License"
performance-now,2.1.0,MIT License
canonical-path,1.0.0,MIT License
lodash.uniq,4.5.0,MIT License
spf13-afero,"v1.2.2, v1.1.2",Apache License 2.0
jest-leak-detector,23.6.0,MIT License
@storybook-csf-tools,6.3.6,MIT License
nodejs-exit,0.1.2,MIT License
@babel-plugin-transform-typescript,7.16.1,MIT License
request-tunnel-agent,0.6.0,Apache License 2.0
shallow-clone,3.0.1,MIT License
@types-braces,3.0.1,MIT License
Acorn,"6.4.2, 7.4.1, 6.0.2, 8.4.1, 5.7.3, 8.5.0",MIT License
@ngtools-webpack,"12.0.5, 12.1.4",MIT License
Go Testify,"v1.4.0, v1.3.0, v1.2.2, 20151207-snapshot-e3a8ff8c","Apache License 2.0,MIT License"
kafka-connect-rethink,1.1.0,Apache License 2.0
@tootallnate-once,1.1.2,MIT License
@jest-environment,25.5.0,MIT License
