Package,Version,License(s)
esquery,1.0.1,"BSD 3-clause ""New"" or ""Revised"" License"
crypto-browserify,3.12.0,MIT License
comma-separated-tokens,1.0.8,MIT License
@xtuc-long,"4.2.1, 4.2.2",Apache License 2.0
is-posix-bracket,0.1.1,MIT License
postcss-calc,"v8.0.0, 7.0.1",MIT License
WireMock,2.20.0,Apache License 2.0
AWS Java SDK for Amazon Pinpoint,1.11.892,Apache License 2.0
bl,4.1.0,MIT License
Netty-Resolver-DNS-Classes-MacOS,4.1.70.Final,Apache License 2.0
AWS Java SDK for CodeArtifact,1.11.892,Apache License 2.0
pureconfig-macros,0.12.2,Mozilla Public License 2.0
asn-one,0.5.0,Apache License 2.0
AWS Java SDK :: HTTP Clients :: Apache,2.17.30,Apache License 2.0
base64id,2.0.0,MIT License
copy-descriptor,0.1.1,MIT License
filename-regex,2.0.1,MIT License
hash.js,1.1.5,MIT License
Netty-Resolver-DNS-MacOS,4.1.70.Final,Apache License 2.0
XZ for Java,1.5,Public Domain
io.grpc:grpc-netty,1.13.1,Apache License 2.0
babel-code-frame,6.26.0,MIT License
node-http-signature,1.2.0,MIT License
immer,1.7.2,MIT License
@typescript-eslint-typescript-estree,"2.34.0, 4.23.0, 4.28.2","BSD 2-clause ""Simplified"" License"
combined-stream,"1.0.7, 1.0.8",MIT License
AWS Java SDK for Amazon CloudWatch Logs,1.11.892,Apache License 2.0
nodejs-walker,1.0.7,Apache License 2.0
@blakeembrey-deque,1.0.5,Apache License 2.0
nanomatch,1.2.13,MIT License
safer-buffer,2.1.2,MIT License
@istanbuljs-nyc-config-typescript,1.0.1,ISC License
postcss-color-hex-alpha,"5.0.2, 5.0.3",MIT License
@types-webpack-sources,"3.2.0, 0.1.9",MIT License
SLF4J Binding,2.13.3,Apache License 2.0
AWS Java SDK for Braket,1.11.892,Apache License 2.0
optionator,0.8.2,MIT License
tree-kill,v1.2.2,MIT License
node-optimist,0.6.1,MIT License
@types-d3-scale,2.2.6,MIT License
resolve-url,0.2.1,MIT License
node-ip,1.1.5,MIT License
@babel-plugin-syntax-top-level-await,7.14.5,MIT License
multicast-dns-service-types,1.1.0,MIT License
@types-istanbul-lib-coverage,2.0.3,MIT License
qjobs,1.2.0,MIT License
http-deceiver,1.2.7,MIT License
scottmotte-dotenv,8.6.0,"BSD 2-clause ""Simplified"" License"
@types-d3-drag,1.2.5,MIT License
chrisdickinson-raf,3.4.0,MIT License
@types-react-textarea-autosize,4.3.6,MIT License
akka-protobuf,"2.5.14, 2.6.14",Apache License 2.0
fastparse,1.1.2,MIT License
kety-test-npm,1.0.1,ISC License
babel-traverse,6.26.0,MIT License
portfinder,"1.0.28, 1.0.19",MIT License
concat-stream,1.6.2,MIT License
cypress,"4.10.0, 8.7.0",MIT License
AWS Java SDK for AWS IoT SiteWise,1.11.892,Apache License 2.0
AWS Java SDK for AWS MediaTailor,1.11.892,Apache License 2.0
on-finished,2.3.0,MIT License
path-browserify,0.0.0,MIT License
killable,1.0.1,ISC License
critters,0.0.10,Apache License 2.0
camelcase-css,2.0.1,MIT License
cache-base,1.0.1,MIT License
AWS Java SDK for Amazon Polly,1.11.892,Apache License 2.0
merge-deep,3.0.2,MIT License
node-cookie-signature,1.0.6,MIT License
node-process,0.11.10,MIT License
css-color-names,"v1.0.1, 0.0.4",MIT License
coa,2.0.1,MIT License
babel-plugin-syntax-object-rest-spread,6.13.0,MIT License
AWS Java SDK for AWS Migration Hub,1.11.892,Apache License 2.0
is-directory,0.3.1,MIT License
AWS Java SDK for AWS AppSync,1.11.892,Apache License 2.0
hosted-git-info,"2.7.1, v4.0.2, v2.8.9",ISC License
AWS Java SDK for AWS IoT Secure Tunneling,1.11.892,Apache License 2.0
@actions-github,5.0.0,MIT License
css-blank-pseudo,0.1.4,Creative Commons Zero v1.0 Universal
duplexer2.jbenet,0.1.4,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for the AWS CloudHSM,1.11.892,Apache License 2.0
Negotiator,"0.6.1, 0.6.2",MIT License
postcss-pseudo-class-any-link,6.0.0,Creative Commons Zero v1.0 Universal
collection-visit,1.0.0,MIT License
eslint-loader,2.1.1,MIT License
wbuf,1.7.3,MIT License
JaCoCo,"0.8.5, 0.8.2","Eclipse Public License 2.0,Eclipse Public License 1.0"
regexpu-core,4.7.1,MIT License
buffer-xor,1.0.3,MIT License
json-schema-validator,4.0.0,Apache License 2.0
@actions-core,1.6.0,MIT License
detect-node,"2.1.0, 2.0.4","MIT License,ISC License"
@jest-source-map,25.5.0,MIT License
stream-reactor,1.2.0,Apache License 2.0
Lucene Analyzers,7.6.0,Apache License 2.0
akka-http-spray-json,"10.1.7, 10.2.6",Apache License 2.0
regenerate-unicode-properties,8.2.0,MIT License
array-map,0.0.0,MIT License
karma-jasmine,v4.0.1,MIT License
is-resolvable,1.1.0,ISC License
babel-plugin-polyfill-corejs2,"0.2.2, 0.2.3",MIT License
jasminewd,"1.0.1, 2.2.0",MIT License
agentkeepalive,4.1.4,MIT License
org.junit.platform:junit-platform-commons,1.4.2,Eclipse Public License 2.0
es-get-iterator,1.1.2,MIT License
AWS Java SDK :: HTTP Clients :: Netty Non-Blocking I-O,2.17.30,Apache License 2.0
glob-base,0.3.0,MIT License
is-path-cwd,"v2.2.0, 1.0.0",MIT License
safe-regex,1.1.0,MIT License
DataStax Java Driver for Apache Cassandra - Core,3.5.1,Apache License 2.0
terser-webpack-plugin,"5.1.4, 5.1.3",MIT License
chardet,3.0.4,GNU Lesser General Public License v2.1 only
niemeyer-pretty,20200227-snapshot-a10e7cae,MIT License
ccount,1.1.0,MIT License
css-url-regex,1.1.0,MIT License
AWS Java SDK for Amazon Rekognition,1.11.892,Apache License 2.0
Wget,3.2,Public Domain
isBinaryFile,4.0.8,MIT License
AWS Java SDK for Amazon QuickSight,1.11.892,Apache License 2.0
node-cors,v2.8.5,MIT License
html-comment-regex,1.1.2,MIT License
@types-d3-dsv,1.2.1,MIT License
jest-runtime,23.6.0,MIT License
prop-types,15.6.2,MIT License
@nrwl-devkit,12.6.0,MIT License
JOpt Simple,"5.0.3, 5.0.4",MIT License
botocore,1.14.13,Apache License 2.0
@nrwl-tao,12.6.0,MIT License
zstd-jni,1.4.4-7,"BSD 2-clause ""Simplified"" License"
kotlin-stdlib-common,1.4.10,Apache License 2.0
osenv,0.1.5,ISC License
batch-processor,1.0.0,MIT License
dayjs,1.10.7,MIT License
Apache HttpMime,4.5.1,Apache License 2.0
Kotlin Stdlib,1.4.10,Apache License 2.0
json4s-native,3.5.2,Apache License 2.0
AWS Java SDK for AWS App Mesh,1.11.892,Apache License 2.0
Gson on Fire!,1.8.5,Apache License 2.0
mergo,"v0.3.7, v0.3.6, v0.3.5","BSD 3-clause ""New"" or ""Revised"" License"
AllenFang-react-bootstrap-table,4.3.1,MIT License
@types-d3-fetch,1.2.2,MIT License
is-wsl,"2.2.0, 1.1.0",MIT License
d3-random,1.1.2,"BSD 3-clause ""New"" or ""Revised"" License"
Gozala-events,"3.3.0, 1.1.1",MIT License
Cython,0.29.14,Apache License 2.0
serve-static,v1.14.1,MIT License
@jimp-utils,0.10.3,MIT License
Joda Convert,1.6,Apache License 2.0
Tyrus Standalone Client,1.9,"(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0),Common Development and Distribution License 1.1"
AWS Java SDK for Amazon Forecast,1.11.892,Apache License 2.0
jose4j,jose4j-0.7.8,Apache License 2.0
regjsgen,0.5.2,MIT License
@terminus-ui-menu,1.0.0,MIT License
PyYAML,"6.0, 5.4.1",MIT License
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.4.10,Apache License 2.0
github.com-spf13-jwalterweatherman,v1.0.0,MIT License
kafka-avro-serializer,6.0.0,Apache License 2.0
prr,1.0.1,MIT License
@eslint-eslintrc,0.4.3,MIT License
Handlebars-Helpers,4.0.7,Apache License 2.0
klona,2.0.4,MIT License
duplexify,"3.7.1, 3.6.1",MIT License
ujsongp,1.35.1,"BSD 3-clause ""New"" or ""Revised"" License"
@jimp-plugin-print,0.10.3,MIT License
@types-q,0.0.32,MIT License
decode-uri-component,0.2.0,MIT License
node-gyp,v7.1.2,MIT License
os-homedir,1.0.2,MIT License
dependency-graph,0.11.0,MIT License
handlebars.java,4.0.7,Apache License 2.0
go-logr-logr,v0.1.0,Apache License 2.0
fs-monkey,1.0.3,The Unlicense
crc-32,1.2.0,Apache License 2.0
has,1.0.3,MIT License
akka-persistence,2.6.14,Apache License 2.0
postcss-normalize-string,"5.0.1, 4.0.1",MIT License
akka-cluster,2.6.14,Apache License 2.0
@emotion-utils,0.11.3,MIT License
json-parse-better-errors,1.0.2,MIT License
home-or-tmp,2.0.0,MIT License
kafka-connect-avro-data,6.0.0,Apache License 2.0
@types-istanbul-lib-report,3.0.0,MIT License
Slick-HikariCP,3.3.1,"BSD 2-clause ""Simplified"" License"
snapdragon-util,3.0.1,MIT License
grpc,release_test,Apache License 2.0
element-resize-detector,1.2.3,MIT License
svgo-icons,v2.3.1,MIT License
idan-oauthlib,3.1.1,"BSD 3-clause ""New"" or ""Revised"" License"
@jimp-types,0.10.3,MIT License
dns-equal,1.0.0,MIT License
@types-babel__template,7.4.1,MIT License
adm-zip,0.4.16,MIT License
AWS Java SDK for Amazon Comprehend,1.11.892,Apache License 2.0
istanbul-api,1.3.7,"BSD 3-clause ""New"" or ""Revised"" License"
jest-config,23.6.0,MIT License
@types-jest,25.2.3,MIT License
get-value,2.0.6,MIT License
AWS Java SDK for AWS Marketplace Catalog,1.11.892,Apache License 2.0
array-uniq,1.0.3,MIT License
neo-async,"2.6.0, 2.6.2",MIT License
AWS Java SDK for AWS OpsWorks for Chef Automate,1.11.892,Apache License 2.0
nice-try,1.0.5,MIT License
postcss-safe-parser,4.0.1,MIT License
@types-jasminewd2,2.0.10,MIT License
MySQL Connector-Python,2.2.0,GNU General Public License v2.0 with Exceptions
jmespath.py,0.9.4,MIT License
OpenWS,1.5.4,Apache License 2.0
des.js,"1.0.0, 1.0.1",MIT License
jest-environment-node,23.4.0,MIT License
@typescript-eslint-eslint-plugin-tslint,2.34.0,MIT License
levn,0.3.0,MIT License
go-viper,v1.4.0,MIT License
media-typer,0.3.0,MIT License
AWS Java SDK for AWS RDS Data,1.11.892,Apache License 2.0
async-retry,1.3.3,MIT License
netroy-image-size,0.5.5,MIT License
postcss-font-variant,"4.0.1, 4.0.0",MIT License
smart-buffer,4.1.0,MIT License
AWS Java SDK for AWS OpsWorks,1.11.892,Apache License 2.0
jffi - Java Foreign Function Interface,"1.2.16, 1.2.18",Apache License 2.0
validate-npm-package-name,3.0.0,ISC License
AWS Java SDK for AWS Elemental MediaConvert,1.11.892,Apache License 2.0
ngrx effects,12.0.0,MIT License
Slick,3.3.1,"BSD 2-clause ""Simplified"" License"
AWS Java SDK for AWS Cost Explorer,1.11.892,Apache License 2.0
@babel-plugin-syntax-logical-assignment-operators,7.10.4,MIT License
symbol-observable,4.0.0,MIT License
dom-helpers,v5.2.1,MIT License
AWS Java SDK for Amazon Textract,1.11.892,Apache License 2.0
babel-loader,"8.0.4, 8.2.2, 8.2.3",MIT License
pureconfig-generic,0.12.2,Mozilla Public License 2.0
@emotion-memoize,0.7.4,MIT License
AWS Java SDK for Amazon WorkMail Message Flow,1.11.892,Apache License 2.0
@octokit-request,5.6.2,MIT License
AWS Java SDK for AWSKendraFrontend,1.11.892,Apache License 2.0
specs,0.13.15,"BSD 3-clause ""New"" or ""Revised"" License"
stylus,0.54.8,MIT License
@npmcli-installed-package-contents,1.0.7,ISC License
jnr-x86asm,1.0.2,MIT License
jshttp-mime-types,"2.1.21, 2.1.32",MIT License
AWS Java SDK :: SDK Core,2.17.30,Apache License 2.0
AWS Java SDK for Amazon DynamoDB Accelerator (DAX),1.11.892,Apache License 2.0
snapdragon,0.8.2,MIT License
uri-template,0.9,Apache License 2.0
d3-contour,1.3.2,"BSD 3-clause ""New"" or ""Revised"" License"
gzip-size,5.0.0,MIT License
AWS Java SDK for AWS Elemental MediaStore,1.11.892,Apache License 2.0
jest-changed-files,23.4.2,MIT License
akka-cluster-tools,2.6.14,Apache License 2.0
@babel-plugin-transform-modules-systemjs,"7.14.5, 7.15.4, 7.1.3, 7.16.0",MIT License
HikariCP,3.2.0,Apache License 2.0
object-assign,4.1.1,MIT License
any-base,1.1.0,MIT License
@types-component-emitter,1.2.10,MIT License
Apache ZooKeeper - Jute,3.6.1,Apache License 2.0
AWS Java SDK for AWS CodeStar connections,1.11.892,Apache License 2.0
ejs,v3.1.6,Apache License 2.0
AWS SDK for Java - Models,1.11.892,Apache License 2.0
node-html-entities,"1.2.1, 1.4.0",MIT License
@types-reach__router,1.3.9,MIT License
@jimp-plugin-threshold,0.10.3,MIT License
@webassemblyjs-helper-buffer,"1.7.6, 1.11.0, 1.9.0, 1.11.1",MIT License
css-unit-converter,1.1.1,MIT License
codelyzer,6.0.2,MIT License
node-bindings,1.5.0,MIT License
define-lazy-prop,2.0.0,MIT License
csstype,"2.6.18, 3.0.9",MIT License
@jimp-plugin-blit,0.10.3,MIT License
jackson-coreutils,1.9,Apache License 2.0
AWS Java SDK for AWS Ground Station,1.11.892,Apache License 2.0
brorand,1.1.0,MIT License
@types-d3-scale-chromatic,1.5.1,MIT License
create-hmac,1.1.7,MIT License
normalize-range,0.1.2,MIT License
AWS Java SDK for AWS CodeDeploy,1.11.892,Apache License 2.0
sindresorhus-globby,"11.0.4, 6.1.0",MIT License
scala-logging,3.9.2,Apache License 2.0
evanphx-json-patch,20190212-snapshot-5858425f,"BSD 3-clause ""New"" or ""Revised"" License"
mapstructure,v1.1.2,MIT License
Mockito,"v2.28.2, 2.27.0",MIT License
bcrypt-pbkdf,1.0.2,"BSD 3-clause ""New"" or ""Revised"" License"
swagger-akka-http,1.0.0,Apache License 2.0
AWS Java SDK for Amazon CodeGuru Profiler,1.11.892,Apache License 2.0
@popmotion-popcorn,0.4.4,MIT License
@types-d3-time-format,2.3.1,MIT License
gajus-table,4.0.3,"BSD 3-clause ""New"" or ""Revised"" License"
parse-asn1,5.1.1,ISC License
loader-fs-cache,1.0.1,ISC License
tslib,"1.14.1, 2.3.0",BSD Zero Clause License
os-locale,"2.1.0, v3.0.1",MIT License
AWS Event Stream,1.0.1,Apache License 2.0
iarna-gauge,v2.7.4,ISC License
evp_bytestokey,1.0.3,MIT License
AWS Java SDK for Amazon Macie,1.11.892,Apache License 2.0
postcss-color-rebeccapurple,4.0.1,MIT License
is-ci,1.2.1,MIT License
karma-source-map-support,1.4.0,MIT License
io.grpc:grpc-services,1.13.1,Apache License 2.0
dot-prop,4.2.0,MIT License
lodash.tail,4.1.1,MIT License
jsprim,1.4.1,MIT License
AspectJ weaver,1.8.10,Eclipse Public License 1.0
is-binary-path,"1.0.1, v2.1.0",MIT License
@jimp-plugin-resize,0.10.3,MIT License
is-callable,1.1.4,MIT License
@types-d3-selection,1.4.3,MIT License
verror,1.10.0,MIT License
core-js-pure,3.19.1,MIT License
object-keys,"1.1.1, 1.0.12",MIT License
sax-js,1.2.4,ISC License
deps-sort,v2.0.1,MIT License
AWS Java SDK for Amazon Pinpoint Email,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Athena,1.11.892,Apache License 2.0
randomatic,3.1.1,MIT License
map-cache,0.2.2,MIT License
Gozala-querystring,0.2.0,MIT License
@popmotion-easing,1.0.2,MIT License
@types-webpack-env,1.16.3,MIT License
@angular-eslint-bundled-angular-compiler,12.6.1,MIT License
stylus-loader,v6.1.0,MIT License
d3-scale,2.2.2,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for Amazon Elasticsearch Service,1.11.892,Apache License 2.0
has-value,"1.0.0, 0.3.1",MIT License
ssri,8.0.1,ISC License
zkclient,0.7,Apache License 2.0
@babel-helper-call-delegate,7.1.0,MIT License
jwt-core-impl,0.5.1,Apache License 2.0
@jimp-plugin-crop,0.10.3,MIT License
@octokit-auth-token,2.5.0,MIT License
remove-trailing-separator,1.1.0,ISC License
@jimp-plugin-cover,0.10.3,MIT License
postcss-flexbugs-fixes,4.1.0,MIT License
@emotion-stylis,0.8.5,MIT License
AWS Java SDK for AWS CodeStar,1.11.892,Apache License 2.0
AWS Java SDK for AWS Secrets Manager,1.11.892,Apache License 2.0
macro-compat,1.1.1,Apache License 2.0
vendors,1.0.4,MIT License
AWS Java SDK for AWS Elemental MediaPackage VOD,1.11.892,Apache License 2.0
json-smart,2.3,Apache License 2.0
@types-pretty-hrtime,1.0.1,MIT License
safe-buffer,"5.1.2, v5.2.1",MIT License
infer-owner,1.0.4,ISC License
urix,0.1.0,MIT License
AWS Java SDK for Amazon SageMaker Runtime,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Personalize Events,1.11.892,Apache License 2.0
Java Servlet API,3.1.0,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)
coffeeify,3.0.1,MIT License
@types-tapable,"1.0.2, 1.0.8",MIT License
allwefantasy-streamingpro,v1.1.3,Apache License 2.0
AWS Java SDK for Amazon FSx,1.11.892,Apache License 2.0
es5-shim,4.6.2,MIT License
escape-html,1.0.3,MIT License
prompts,0.1.14,MIT License
XMLBeans,3.1.0,Apache License 2.0
@jimp-plugin-rotate,0.10.3,MIT License
lower-case,1.1.4,MIT License
indent-string,v4.0.0,MIT License
AWS Java SDK for Amazon SimpleDB,1.11.892,Apache License 2.0
AWS Java SDK for AWS Elastic Beanstalk,1.11.892,Apache License 2.0
@istanbuljs-schema,0.1.3,MIT License
Java Architecture for XML Binding,2.2.12,Common Development and Distribution License 1.1
cpy,8.1.2,MIT License
es6-promise,v4.2.8,MIT License
@types-uglify-js,3.13.1,MIT License
node-int64,0.4.0,MIT License
mime-db,"1.37.0, 1.49.0",MIT License
idna,2.10,"BSD 3-clause ""New"" or ""Revised"" License"
isstream,0.1.2,MIT License
@jsdevtools-coverage-istanbul-loader,3.0.5,MIT License
@jimp-core,0.10.3,MIT License
picomatch,2.3.0,MIT License
kubesphere-kubesphere,advanced-2.0.2,Apache License 2.0
gomodules-jsonpatch,v2.0.1,Apache License 2.0
ScalaMock ScalaTest Support,3.6.0,MIT License
growly,1.3.0,MIT License
@babel-plugin-syntax-flow,7.0.0,MIT License
@gar-promisify,1.1.2,MIT License
AWS Java SDK for AWS SSO OIDC,1.11.892,Apache License 2.0
golang.org-x-mod,v0.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
akka-management-cluster-bootstrap,1.1.1,Apache License 2.0
has-unicode,2.0.1,ISC License
AWS Java SDK for Access Analyzer,1.11.892,Apache License 2.0
@jimp-plugin-invert,0.10.3,MIT License
sshpk,1.16.1,MIT License
AWS Java SDK for Amazon DynamoDB,1.11.892,Apache License 2.0
cypress-io,5.0.0-alpha.1,MIT License
jnr-a64asm,1.0.0,Apache License 2.0
p-finally,1.0.0,MIT License
object-is,1.1.5,MIT License
Apache XML Commons,1.3.04,Apache License 2.0
AWS Java SDK for AWS S3 Control,1.11.892,Apache License 2.0
call-me-maybe,1.0.1,MIT License
@babel-plugin-transform-flow-strip-types,7.0.0,MIT License
assign-symbols,1.0.0,MIT License
BurntSushi-toml,v0.3.1,MIT License
array-reduce,0.0.0,MIT License
Kubernetes Client API,13.0.0,Apache License 2.0
for-in,"1.0.2, 0.1.8",MIT License
d3-brush,1.1.6,"BSD 3-clause ""New"" or ""Revised"" License"
makeerror,1.0.11,"BSD 3-clause ""New"" or ""Revised"" License"
no-case,2.3.2,MIT License
python-dateutil,2.8.1,"(Apache License 2.0 AND BSD 3-clause ""New"" or ""Revised"" License)"
AWS Java SDK for Amazon AppConfig,1.11.892,Apache License 2.0
@emotion-weak-memoize,0.2.5,MIT License
base64-arraybuffer,0.1.4,MIT License
akka-slf4j,2.6.14,Apache License 2.0
hoopy,0.1.4,MIT License
clone-regexp,v2.2.0,MIT License
@jimp-plugin-normalize,0.10.3,MIT License
@types-prettier,1.19.1,MIT License
jest-matcher-utils,23.6.0,MIT License
d3-axis,1.0.12,"BSD 3-clause ""New"" or ""Revised"" License"
floatdrop-pinkie,2.0.4,MIT License
unset-value,1.0.0,MIT License
postcss-discard-overridden,"4.0.1, 5.0.1",MIT License
zjsonpatch,0.4.4,Apache License 2.0
path-dirname,1.0.2,MIT License
xml-path,3.2.0,Apache License 2.0
regex-not,1.0.2,MIT License
pyOpenSSL,21.0.0,Apache License 2.0
aproba,1.2.0,ISC License
type-fest,0.21.3,(MIT License OR Creative Commons Zero v1.0 Universal)
Click - Python Command Line Utility,8.0.3,"BSD 3-clause ""New"" or ""Revised"" License"
global-prefix,1.0.2,MIT License
AWS Java SDK for AmazonApiGatewayV2,1.11.892,Apache License 2.0
Play-Iteratees,2.4.0-M1,Apache License 2.0
AWS Java SDK for AWS Code Build,1.11.892,Apache License 2.0
node-libs-browser,2.1.0,MIT License
diff-match-patch,1.0.5,Apache License 2.0
isexe,2.0.0,ISC License
watchpack,2.2.0,MIT License
CoffeeScript,1.12.7,MIT License
ScalaUtils,3.0.5,Apache License 2.0
contains-path,0.1.0,MIT License
@octokit-core,3.5.1,MIT License
d3-time,1.1.0,"BSD 3-clause ""New"" or ""Revised"" License"
OpenSAML 2.0,2.6.4,Apache License 2.0
Two-Screen-stable,0.1.8,MIT License
@types-d3-timer,1.0.10,MIT License
AWS Java SDK for Amazon SWF,1.11.892,Apache License 2.0
AWS Java SDK :: Metrics Interface,2.17.30,Apache License 2.0
swagger-jaxrs,1.5.20,Apache License 2.0
scala-csv,1.3.6,Apache License 2.0
Play-Functional,2.4.0-M1,Apache License 2.0
Protractor,7.0.0,MIT License
@terminus-ui-card,1.0.0,MIT License
AWS Java SDK for Amazon Augmented AI Runtime,1.11.892,Apache License 2.0
babel-runtime,6.26.0,MIT License
@jest-fake-timers,25.5.0,MIT License
AWS Java SDK for AWS DataSync,1.11.892,Apache License 2.0
OkHttp,"3.7.0, 4.9.1",Apache License 2.0
AWS Java SDK for AWS Import-Export,1.11.892,Apache License 2.0
@mdx-js-loader,v1.6.22,MIT License
csso,"v4.2.0, 3.5.1",MIT License
run-parallel,v1.2.0,MIT License
akka-discovery-kubernetes-api,1.1.1,Apache License 2.0
JSON Schema Validator,2.2.10,Apache License 2.0
Apache Velocity - Engine,2.2,Apache License 2.0
AWS Java SDK for Redshift Data API,1.11.892,Apache License 2.0
babel-preset-current-node-syntax,0.1.4,MIT License
isarray,"1.0.0, 0.0.1",MIT License
detect-indent,4.0.0,MIT License
@types-mdast,3.0.10,MIT License
bs-logger,0.2.6,MIT License
REST Assured,3.2.0,Apache License 2.0
@babel-helper-validator-option,7.14.5,MIT License
@babel-helper-define-map,7.1.0,MIT License
babel-generator,6.26.1,MIT License
css,"2.2.4, 3.0.0",MIT License
builtin-status-codes,3.0.0,MIT License
ElementsProject-lightning,v0.1-2015-08-08,MIT License
AWS Java SDK for Amazon Personalize,1.11.892,Apache License 2.0
@socket.io-component-emitter,3.0.0,MIT License
minipass-pipeline,1.2.4,ISC License
AWS Java SDK for AWS Backup,1.11.892,Apache License 2.0
compiler-interface,0.13.15,"BSD 3-clause ""New"" or ""Revised"" License"
SLF4J Simple Binding,1.7.5,MIT License
AWS Java SDK for Amazon Mechanical Turk Requester,1.11.892,Apache License 2.0
AWS Java SDK for Amazon SageMaker,1.11.892,Apache License 2.0
node-shell-quote,1.6.1,MIT License
protobuf,3.11.2,"BSD 3-clause ""New"" or ""Revised"" License"
delayed-stream,1.0.0,MIT License
browser-pack,6.1.0,MIT License
com.bakdata.fluent-kafka-streams-tests:schema-registry-mock-junit5,2.2.0,MIT License
is-unicode-supported,0.1.0,MIT License
jsonparse,1.3.1,MIT License
com.warrenstrange:googleauth,1.4.0,"BSD 3-clause ""New"" or ""Revised"" License"
thunky,1.1.0,MIT License
copy-to-clipboard,3.3.1,MIT License
AWS Java SDK for AWS Application Discovery Service,1.11.892,Apache License 2.0
homedir-polyfill,1.0.1,MIT License
@types-overlayscrollbars,1.12.1,MIT License
CriterionTest,"v2.0.1, v2.2.2",MIT License
sindresorhus-onetime,v5.1.2,MIT License
tough-cookie,v2.5.0,"BSD 3-clause ""New"" or ""Revised"" License"
postcss-normalize-whitespace,"4.0.1, 5.0.1",MIT License
argparse,1.0.10,MIT License
ajv-formats,"2.1.0, 2.0.2",MIT License
check-types.js,7.4.0,MIT License
jest-runner,23.6.0,MIT License
ret,0.1.15,MIT License
make-error,1.3.6,ISC License
any-observable,0.3.0,MIT License
static-extend,0.1.2,MIT License
babel-plugin-syntax-jsx,6.18.0,MIT License
node-url,0.11.0,MIT License
@types-glob-base,0.3.0,MIT License
immediate,3.0.6,MIT License
@types-d3-contour,1.3.3,MIT License
AWS Java SDK for AWS Auto Scaling Plans,1.11.892,Apache License 2.0
AWS Java SDK for Service Quotas,1.11.892,Apache License 2.0
Netty Reactive Streams HTTP support,2.0.5,Apache License 2.0
requests-toolbelt,0.9.1,Apache License 2.0
pycryptodomex,3.11.0,"(BSD 3-clause ""New"" or ""Revised"" License AND Public Domain)"
@jimp-plugin-circle,0.10.3,MIT License
@jimp-plugin-mask,0.10.3,MIT License
d3-dispatch,1.0.6,"BSD 3-clause ""New"" or ""Revised"" License"
deep_merge,v4.2.2,MIT License
gradle-scalastyle-plugin_2.11,1.0.1,"Unknown License,Apache License 2.0"
sockjs-node,0.3.21,MIT License
subsink,1.0.2,MIT License
union-value,1.0.1,MIT License
com.bakdata.fluent-kafka-streams-tests:schema-registry-mock,2.2.0,MIT License
AWS Java SDK :: Regions,2.17.30,Apache License 2.0
file-entry-cache,2.0.0,MIT License
akka-testkit,"2.5.21, 2.6.14",Apache License 2.0
array.prototype.flat,1.2.5,MIT License
node-chardet,v0.7.0,MIT License
is-equal-shallow,0.1.3,MIT License
env-ci,5.4.1,MIT License
enquirer,2.3.6,MIT License
d3-color,1.4.1,"BSD 3-clause ""New"" or ""Revised"" License"
builtins,1.0.3,MIT License
last-call-webpack-plugin,3.0.0,MIT License
@stylelint-postcss-css-in-js,0.37.2,MIT License
ngx-toastr,14.1.0,MIT License
detective,5.2.0,MIT License
lodash.templatesettings,4.1.0,MIT License
d3-format,1.4.5,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for AWS IoT Things Graph,1.11.892,Apache License 2.0
babel-plugin-transform-react-remove-prop-types,0.4.18,MIT License
pumpify,1.5.1,MIT License
Xalan Java Serializer,2.7.1,Apache License 2.0
diffie-hellman,5.0.3,MIT License
ent,2.2.0,MIT License
loose-envify,1.4.0,MIT License
AWS Java SDK for AWS Service Catalog,1.11.892,Apache License 2.0
date-now,0.1.4,MIT License
semver-dsl,1.0.1,MIT License
atob,2.1.2,(MIT License OR Apache License 2.0)
@npmcli-git,2.1.0,ISC License
escalade,3.1.1,MIT License
sigs.k8s.io-controller-runtime,v0.5.2,Apache License 2.0
postcss-dir-pseudo-class,5.0.0,Creative Commons Zero v1.0 Universal
pycloud-client,0.7.1,Apache License 2.0
diff2html,3.4.13,MIT License
@fimbul-ymir,0.21.0,Apache License 2.0
DataStax Java Driver for Apache Cassandra - Object Mapping,3.5.1,Apache License 2.0
Protocol Buffers,2.5.0,"BSD 3-clause ""New"" or ""Revised"" License"
hash-base,3.0.4,MIT License
sass,1.35.1,MIT License
icss-utils,"2.1.0, 5.1.0",ISC License
move-concurrently,1.0.1,ISC License
postcss-env-function,2.0.2,Creative Commons Zero v1.0 Universal
ispromise,2.1.0,MIT License
@types-minimatch,3.0.5,MIT License
@types-color-name,1.1.1,MIT License
character-entities,1.2.4,MIT License
Jetbrains annotations,13.0,Apache License 2.0
text-table,0.2.0,MIT License
@jimp-jpeg,0.10.3,MIT License
slack-scala-client,0.2.3,MIT License
flat-cache,1.3.0,MIT License
