Package, Version, License(s)
mysql-common, 5.5.62-0+deb8u1, Artistic;BSD;BSD (2 clause);BSD (3 clause);BSD (4 clause);BSD-like;GPL;GPL-2;GPL-2+;ISC;LGPL;LGPL-2;public domain;public-domain;Python;SWsoft;zlib;zlib/libpng
mz, 0.40-1, GPL;GPL-2;GPL-2+
nano, 2.2.6-3, GFDL-1;GPL;GPL-3
nclu, 1.0-cl3u32, Cumulus Networks Proprietary;GPL;GPL-2
ncurses-base, 5.9+20140913-1+deb8u3, MIT
ncurses-bin, 5.9+20140913-1+deb8u3, MIT
net-tools, 1.60-26+b1, GPL;GPL-2;GPL-2+
netbase, 5.3, GPL;GPL-2
netshow, 1.1.7-cl3u11, GPL;GPL-2;GPL-2+
nginx-common, 1.6.2-5+deb8u6, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;Expat
nginx-extras, 1.6.2-5+deb8u6, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;Expat
ntp, 1:4.2.8p10-cl3u2, ISC
onie-tools, 3.2-cl3u6, GPL;GPL-2
openssh-client, 1:6.7p1-5+deb8u8, BSD;GPL;GPL-2;ISC;MIT;public domain
openssh-server, 1:6.7p1-5+deb8u8, BSD;GPL;GPL-2;ISC;MIT;public domain
openssh-sftp-server, 1:6.7p1-5+deb8u8, BSD;GPL;GPL-2;ISC;MIT;public domain
openssl, 1.0.1t-1+deb8u12, BSD;OpenSSL;SSLeay
openvswitch-common, 2.8.90-1-cl3u6, LGPL-2.1
openvswitch-vtep, 2.8.90-1-cl3u6, LGPL-2.1
ovsdbmonitor, 2.8.90-1-cl3u6, LGPL-2.1
parted, 3.2-7, GPL;GPL-3
passwd, 1:4.2-3+deb8u4, BSD;GPL;GPL-2
patch, 2.7.5-1+deb8u3, GPL
pciutils, 1:3.2.1-3, GPL
perl, 5.20.2-3+deb8u12, Artistic;Artistic-2;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-4-clause;BSD-4-clause-POWERDOG;BZIP;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
perl-base, 5.20.2-3+deb8u12, Artistic;Artistic-2;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-4-clause;BSD-4-clause-POWERDOG;BZIP;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
perl-modules, 5.20.2-3+deb8u12, Artistic;Artistic-2;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-4-clause;BSD-4-clause-POWERDOG;BZIP;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
phy-ucode-update, 3.0-cl3u3, GPL;GPL-2
pkg-config, 0.28-1, GPL
platform-modules-4.1.0-cl-7-amd64, 1+cl3u25, Cumulus Networks Proprietary;GPL;GPL-2
portwd, 1.2-cl3u26, GPL;GPL-2
procps, 2:3.3.9-9+deb8u1, GPL;GPL-2;LGPL-2
psmisc, 22.21-2, GPL;GPL-2;GPL-2+
ptmd, 3.0-2-cl3u9, EPL-1;GPL;GPL-2
ptpd, 2.3.0-dfsg-1, BSD
python, 2.7.9-1, BEOPEN;CNRI;GPL;Python
python-apt, 0.9.3.13, GPL;GPL-2;GPL-2+
python-apt-common, 0.9.3.13, GPL;GPL-2;GPL-2+
python-argcomplete, 0.8.1-1, Apache-2;Apache-2.0
python-bzrlib, 2.6.0+bzr6595-6+deb8u1, GPL;GPL-2;GPL-2+
python-configobj, 5.0.6-1, BSD;BSD-3-clause
python-cumulus-restapi, 0.1-cl3u10, Cumulus Networks Proprietary; GPL-2
python-daemon, 1.5.5-1, GPL;GPL-2;GPL-2+;PSF-2;PSF-2+;Python
python-docopt, 0.6.2-1, GPL;GPL-3;MIT;MIT/X11
python-dpkt, 1.6+svn54-1, BSD;GPL
python-eventlet, 0.13.0-2, Apache-2;Apache-2.0;ccp-bsd;Expat;generic-bsd;voidspace-bsd
python-falcon, 3.1-cl3u2, Apache-2
python-greenlet, 0.4.2-2, GPL;GPL-3;Python
python-gvgen, 0.9-2, GPL;GPL2;GPL-2
python-ipaddr, 2.1.11-2, Apache-2
python-lockfile, 1:0.8-2, Expat;GPL;GPL-2;GPL-2+
python-mako, 1.0.0+dfsg-0.1, BSD;MIT
python-markupsafe, 0.23-1+b1, BSD
python-mimeparse, 0.1.4-1+deb8u1, Expat
python-minimal, 2.7.9-1, BEOPEN;CNRI;GPL;Python
python-netsnmp, 5.8.1-cl3u13, BSD
python-network-docopt, 0.1.11-cl3u14, GPL;GPL-2;GPL-2+
python-nlmanager, 3.0-cl3u19, MIT-like
python-openvswitch, 2.8.90-1-cl3u6, LGPL-2.1
python-oslo.config, 1:1.3.0-2, Apache-2;Apache-2.0
python-pkg-resources, 5.5.1-1, BEOPEN;CNRI;GPL
python-protobuf, 2.6.1-1, Apache-2;BSD;GPL;GPL-3
python-rdnbrd, 3.0-cl3u10, GPL;GPL-2
python-serial, 2.6-1.1, oldPython
python-setuptools, 5.5.1-1, BEOPEN;CNRI;GPL
python-six, 1.8.0-1, Expat
python-smbus, 3.1.1-1, GPL;GPL-2
python-support, 1.0.15, LGPL-2
python-tabulate, 0.7.5-2-cl3u1, Expat
python-vxfld, 2.2-cl3u8, GPL;GPL-2
python2.7, 2.7.9-2+deb8u5, Apache-2;BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
python2.7-minimal, 2.7.9-2+deb8u5, Apache-2;BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
python3, 3.4.2-2, BEOPEN;CNRI;GPL;Python
python3-minimal, 3.4.2-2, BEOPEN;CNRI;GPL;Python
python3-tabulate, 0.7.5-2-cl3u1, Expat
python3.4, 3.4.2-1+deb8u7, BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
python3.4-minimal, 3.4.2-1+deb8u7, BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
readline-common, 6.3-8, GPL;GPL-3
reboot-notifier, 0.5-cl3u3, GPL;GPL-3;GPL-3.0+
rlwrap, 0.41-1, GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+
rsyslog, 8.4.2-1-cl3u5, Apache-2;Apache-2.0;BSD;BSD-3-clause;GPL;GPL-3;GPL-3.0+;LGPL-3;LGPL-3.0+
ruby, 1:2.1.5+deb8u2, GPL;Ruby
ruby2.1, 2.1.5-2+deb8u8, 2C-BSD;3C-BSD;3C-BSD-GENERIC;Artistic;BSD;Expat;GPL;GPL-1;GPL-1+;GPL-2;Ruby;SIL-1.1
rubygems-integration, 1.8, Expat
screen, 4.2.1-3+deb8u1, GPL;GPL-3
sed, 4.2.2-4+deb8u1, GPL
sensible-utils, 0.0.9+deb8u1, GPL;GPL-2
smartmontools, 6.3+svn4002-2+b2, GPL;GPL-2
snapper, 0.5.0-cl3u4, GPL;GPL-2
snmp, 5.8.1-cl3u13, BSD
snmpd, 5.8.1-cl3u13, BSD
snmptrapd, 5.8.1-cl3u13, BSD
socat, 1.7.2.4-2, GPL;GPL-2;GPL-3;MIT
startpar, 0.59-3, GPL;GPL-2;GPL-2+
strace, 4.9-2, BSD
sudo, 1.8.10p4-cl3u6, ISC
switchd, 1.0-cl3u40, Cumulus Proprietary;GPL;GPL-2
switchd-halbcm, 1.0-cl3u40, Cumulus Proprietary;GPL;GPL-2
systemd, 215-17+deb8u13, Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
systemd-sysv, 215-17+deb8u13, Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
sysv-rc, 2.88dsf-59, GPL;GPL-2
sysvinit-utils, 2.88dsf-59, GPL;GPL-2;public domain
taihost, 1.0.0-cl3u5, Cumulus Networks Proprietary;GPL;GPL-2
tar, 1.27.1-2+deb8u2, GPL;GPL-2;GPL-3;public domain
tasksel, 3.31+deb8u1, GPL;GPL-2
tasksel-data, 3.31+deb8u1, GPL;GPL-2
tcpdump, 4.9.3-1~deb8u1, BSD
telnet, 0.17-36, BSD
tmux, 1.9-6, BSD;BSD-2 ;BSD-3 
traceroute, 1:2.0.20-2+b1, GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+
tree, 1.7.0-3, GPL;GPL-2
tzdata, 2019c-0+deb8u1, public domain
ucf, 3.0030, GPL;GPL-2
udev, 215-17+deb8u13, Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
update-inetd, 4.43, GPL;GPL-2
usbutils, 1:007-2, GPL;GPL-2
util-linux, 2.25.2-6, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
uuid-runtime, 2.25.2-6, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
vim, 2:7.4.488-7+deb8u4, GPL;GPL-2
vim-common, 2:7.4.488-7+deb8u4, GPL;GPL-2
vim-runtime, 2:7.4.488-7+deb8u4, GPL;GPL-2
vim-tiny, 2:7.4.488-7+deb8u4, GPL;GPL-2
virt-what, 1.14-1, GPL;GPL-2
vlan, 1.9-3.2, GPL;GPL-2+;GPL-compatible
vrf, 1.0-cl3u12, GPL;GPL-2
watchdog, 5.14-cl3u4, GPL
wget, 1.16-1+deb8u7, GFDL-1;GPL;GPL-3
xkb-data, 2.12-1, MIT
xz-utils, 5.1.1alpha+20120614-2+b3, Autoconf;config-h;GPL;GPL-2;GPL-2+;GPL-3;LGPL-2;LGPL-2.1+;noderivs;none;PD;PD-debian;permissive-fsf;permissive-nowarranty;probably-PD;public domain
zile, 2.4.11-1, GPL;GPL-3;MIT
zlib1g, 1:1.2.8.dfsg-2+deb8u1, zlib
