Package, Version, License(s)
uuid-runtime, 2.33.1-0.1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
vim, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
vim-common, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
vim-runtime, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
virt-what, 1.19-1, GPL;GPL-2;GPL-2+
vlan, 2.0.5, GPL;GPL-2;GPL-2+
vrf, 1.0-cl4u2, GPL;GPL-2
watchdog, 5.14-cl4u1, GPL
wget, 1.20.1-1.1, GFDL-1;GPL;GPL-3
xkb-data, 2.26-2, MIT
xml-core, 0.18+nmu1, GPL;GPL-2;GPL-2+
xxd, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
xz-utils, 5.2.4-1, Autoconf;config-h;GPL;GPL-2;GPL-2+;GPL-3;LGPL-2;LGPL-2.1+;noderivs;none;PD;PD-debian;permissive-fsf;permissive-nowarranty;probably-PD;public domain
zile, 2.4.14-7+b1, FSFAP;GPL;GPL-3;GPL-3+;MIT;public domain;public-domain
zlib1g, 1:1.2.11.dfsg-1, zlib;Zlib
